statename,rank,countryd,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Massachusetts,7,United Kingdom,2410.77,2059.33,1513.61,1381.96,7.0159,5.9647,4.4977,4.0885,-8.7
Massachusetts,8,Italy,647.1,681.2,692.81,1033.26,1.8832,1.9731,2.0587,3.0569,49.14
Massachusetts,9,Switzerland,780.24,824.87,851.97,934.34,2.2707,2.3892,2.5317,2.7642,9.67
Massachusetts,10,France,958.21,887.91,860.76,885.99,2.7886,2.5718,2.5578,2.6211,2.93
Massachusetts,11,Taiwan,593.93,622.7,660.54,630.36,1.7285,1.8036,1.9628,1.8649,-4.57
Massachusetts,12,"Korea, South",365.49,415.33,378.4,509.66,1.0637,1.203,1.1244,1.5078,34.69
Massachusetts,13,Malaysia,458.4,491.72,510.9,505.07,1.3341,1.4242,1.5182,1.4942,-1.14
Massachusetts,14,Netherlands,877.69,942.33,782.44,479.23,2.5543,2.7294,2.3251,1.4178,-38.75
Massachusetts,15,Vietnam,238.45,268.99,390.13,478.9,0.6939,0.7791,1.1593,1.4168,22.75
Massachusetts,16,Sweden,191.84,220.59,192.96,424.48,0.5583,0.6389,0.5734,1.2558,119.99
Massachusetts,17,Israel,291.83,339.93,429.8,415.45,0.8493,0.9846,1.2772,1.2291,-3.34
Massachusetts,18,Philippines,421.85,368.09,383.5,360.84,1.2277,1.0661,1.1396,1.0675,-5.91
Massachusetts,19,Thailand,328.06,305.67,366.25,323.05,0.9547,0.8853,1.0883,0.9557,-11.8
Massachusetts,20,Indonesia,257.55,288.56,343.92,322.45,0.7495,0.8358,1.022,0.9539,-6.24
Massachusetts,21,Singapore,291.39,336.53,380.9,314.09,0.848,0.9748,1.1319,0.9292,-17.54
Massachusetts,22,India,279.41,303.81,298.01,309.62,0.8132,0.88,0.8855,0.916,3.9
Massachusetts,23,Trinidad and Tobago,214.66,20.56,105.6,234.71,0.6247,0.0596,0.3138,0.6944,122.26
Massachusetts,24,Costa Rica,173.13,173.4,184.02,216.53,0.5038,0.5023,0.5468,0.6406,17.67
Massachusetts,25,Belgium,171.38,200.09,224.77,205.93,0.4987,0.5795,0.6679,0.6092,-8.38
Maryland,0,World,26578.23,30094.21,31516.77,30687.94,1.1719,1.2772,1.4019,1.4027,-2.63
Maryland,0,Top 25,23099.03,26031.01,28037.63,27258.27,86.9096,86.4984,88.961,88.8241,-2.78
Maryland,1,Germany,5596.49,5874.4,5352.17,4379.63,21.0567,19.52,16.982,14.2715,-18.17
Maryland,2,United Kingdom,1021.55,1319.75,2962.45,3506.92,3.8436,4.3854,9.3996,11.4277,18.38
Maryland,3,Japan,1602.72,2205.96,2181.44,3475.17,6.0302,7.3302,6.9215,11.3242,59.31
Maryland,4,China,2842.03,3129.86,3397.31,3096.53,10.6931,10.4002,10.7794,10.0904,-8.85
Maryland,5,Mexico,2212.94,2473.64,2826.7,2161.99,8.3261,8.2197,8.9689,7.0451,-23.52
Maryland,6,Canada,2053.96,2106.12,1995.45,1860.25,7.728,6.9984,6.3314,6.0618,-6.78
Maryland,7,Thailand,911.82,911.72,1004.87,948.6,3.4307,3.0296,3.1884,3.0911,-5.6
Maryland,8,Sweden,341.91,498.66,832.7,860.69,1.2864,1.657,2.6421,2.8047,3.36
Maryland,9,Brazil,745.88,1042.57,916.76,709.47,2.8064,3.4644,2.9088,2.3119,-22.61
Maryland,10,South Africa,955.92,473.1,532.28,595.93,3.5966,1.5721,1.6889,1.9419,11.96
Maryland,11,Italy,737.25,708.08,702.62,569.47,2.7739,2.3529,2.2293,1.8557,-18.95
Maryland,12,France,554,595.26,485.31,461.54,2.0844,1.978,1.5398,1.504,-4.9
Maryland,13,Belgium,222.73,228.75,507.14,453.84,0.838,0.7601,1.6091,1.4789,-10.51
Maryland,14,Russia,417.57,497.93,569.72,453.14,1.5711,1.6546,1.8077,1.4766,-20.46
Maryland,15,Indonesia,399.13,505.59,450.91,451.49,1.5017,1.68,1.4307,1.4712,0.13
Maryland,16,Finland,325.11,412.11,482.37,435.59,1.2232,1.3694,1.5305,1.4194,-9.7
Maryland,17,India,415.76,712.45,537.29,430.39,1.5643,2.3674,1.7048,1.4025,-19.9
Maryland,18,"Korea, South",160.5,182.39,240.14,398.67,0.6039,0.6061,0.7619,1.2991,66.02
Maryland,19,Vietnam,254.57,321.29,314.91,372.8,0.9578,1.0676,0.9992,1.2148,18.38
Maryland,20,Netherlands,224.96,282.08,240.49,305.76,0.8464,0.9373,0.763,0.9964,27.14
Maryland,21,Chile,300.21,359.96,282.37,293.52,1.1295,1.1961,0.8959,0.9565,3.95
Maryland,22,Austria,260.96,278.22,325.73,271.8,0.9819,0.9245,1.0335,0.8857,-16.55
Maryland,23,Malaysia,202.09,284.81,333.87,271.1,0.7603,0.9464,1.0593,0.8834,-18.8
Maryland,24,Hungary,170.7,446.24,366.16,251.95,0.6423,1.4828,1.1618,0.821,-31.19
Maryland,25,Taiwan,168.26,180.09,196.5,242.04,0.6331,0.5984,0.6235,0.7887,23.18
Maine,0,World,3540.88,3866.66,3686.59,3353.81,0.1561,0.1641,0.164,0.1533,-9.03
Maine,0,Top 25,3342.19,3518.69,3407.19,3107.08,94.3887,91.0009,92.4212,92.6432,-8.81
Maine,1,Canada,2197.05,2063.58,1950.07,1707.71,62.0483,53.3685,52.8963,50.9187,-12.43
Maine,2,China,352.63,358.88,466.85,369.62,9.9589,9.2813,12.6634,11.021,-20.83
Maine,3,United Kingdom,84.56,84.37,109.35,140.84,2.3881,2.182,2.9662,4.1994,28.79
Maine,4,Germany,115.08,107.92,90.78,106.83,3.25,2.7911,2.4624,3.1854,17.68
Maine,5,Denmark,5.99,46.52,75.92,83.68,0.169,1.203,2.0592,2.4952,10.23
Maine,6,Vietnam,42.22,61.79,85.9,78.85,1.1924,1.598,2.3302,2.3511,-8.21
Maine,7,Italy,42.09,49.57,60.54,72.11,1.1888,1.2821,1.6422,2.1501,19.11
Maine,8,Mexico,56.68,72.39,74.01,70.02,1.6008,1.8721,2.0074,2.0878,-5.39
Maine,9,Japan,47.37,63.65,61.36,63.93,1.3377,1.6462,1.6643,1.9061,4.19
Maine,10,Bangladesh,22.27,40.23,46.05,38.75,0.6289,1.0405,1.2491,1.1555,-15.85
Maine,11,Netherlands,30.54,154.24,70.48,38.34,0.8626,3.9889,1.9117,1.1432,-45.6
Maine,12,Ireland,1.81,1.86,1.42,34.09,0.0512,0.048,0.0385,1.0163,2303.47
Maine,13,Thailand,46.03,45.56,36.12,31.03,1.2999,1.1782,0.9797,0.9251,-14.1
Maine,14,Brazil,6.86,21.55,21.74,28.95,0.1938,0.5572,0.5898,0.8631,33.13
Maine,15,Philippines,40.28,22.42,37.19,27.07,1.1376,0.5798,1.0089,0.807,-27.23
Maine,16,Spain,11.38,9.57,9.97,26.88,0.3214,0.2475,0.2705,0.8014,169.54
Maine,17,Chile,13.18,19.98,21.32,24.73,0.3722,0.5166,0.5784,0.7375,16
Maine,18,Malaysia,41.71,56.59,29.95,23.65,1.1779,1.4635,0.8124,0.7053,-21.02
Maine,19,France,36.09,33.77,19.19,22.97,1.0192,0.8733,0.5204,0.6849,19.72
Maine,20,Taiwan,23.6,21.78,25.34,22.24,0.6664,0.5633,0.6875,0.6631,-12.25
Maine,21,Austria,10.86,12.4,20.05,21.71,0.3067,0.3208,0.5438,0.6472,8.28
Maine,22,India,25.44,30.51,19.47,19.58,0.7185,0.7891,0.5281,0.5837,0.55
Maine,23,Turkey,13.75,15.44,17.76,18.08,0.3883,0.3992,0.4817,0.5392,1.83
Maine,24,Peru,38.11,39.74,22.7,17.72,1.0761,1.0277,0.6157,0.5283,-21.94
Maine,25,Russia,36.61,84.39,33.67,17.7,1.0338,2.1826,0.9133,0.5277,-47.44
Michigan,0,World,118151.16,122984.14,124223.61,134946.98,5.2095,5.2193,5.5255,6.1681,8.63
Michigan,0,Top 25,114950.17,120007.33,121269.78,132085.76,97.2908,97.5795,97.6222,97.8797,8.92
Michigan,1,Mexico,40256.35,42532.61,43951.64,49044.37,34.0719,34.5838,35.3811,36.3434,11.59
Michigan,2,Canada,48695.83,49149.01,45749.21,48259.99,41.2149,39.9637,36.8281,35.7622,5.49
Michigan,3,China,7574.76,8152.99,9180.38,9873.6,6.4111,6.6293,7.3902,7.3167,7.55
Michigan,4,"Korea, South",2305.92,2509.69,2587.62,5037.21,1.9517,2.0407,2.083,3.7327,94.67
Michigan,5,Germany,4216.86,4729.15,4427.08,4253.57,3.569,3.8453,3.5638,3.152,-3.92
Michigan,6,Italy,1052.3,1366,3440.54,3211.23,0.8906,1.1107,2.7696,2.3796,-6.67
Michigan,7,Japan,3240.71,3177.96,2907.46,3171.2,2.7428,2.584,2.3405,2.35,9.07
Michigan,8,India,1131.58,998.66,935.52,1010.86,0.9577,0.812,0.7531,0.7491,8.05
Michigan,9,Spain,364.74,1209.55,1150.72,903.25,0.3087,0.9835,0.9263,0.6693,-21.51
Michigan,10,Taiwan,704.93,810.91,862.51,866.68,0.5966,0.6594,0.6943,0.6422,0.48
Michigan,11,Thailand,571.28,749.03,742.6,852.49,0.4835,0.609,0.5978,0.6317,14.8
Michigan,12,United Kingdom,660.82,700.86,717.72,660.13,0.5593,0.5699,0.5778,0.4892,-8.02
Michigan,13,France,567.89,543.36,509.13,558.44,0.4806,0.4418,0.4099,0.4138,9.69
Michigan,14,Vietnam,143.93,205.1,350.6,534.55,0.1218,0.1668,0.2822,0.3961,52.47
Michigan,15,Turkey,627.56,170,501.84,475.29,0.5312,0.1382,0.404,0.3522,-5.29
Michigan,16,Poland,131.47,195.98,216.58,416.4,0.1113,0.1594,0.1743,0.3086,92.26
Michigan,17,Brazil,551.69,560.69,492.5,413.57,0.4669,0.4559,0.3965,0.3065,-16.03
Michigan,18,Sweden,356.08,346.38,393.39,386.95,0.3014,0.2816,0.3167,0.2867,-1.64
Michigan,19,Israel,378.78,345.95,377.26,363.82,0.3206,0.2813,0.3037,0.2696,-3.56
Michigan,20,Austria,310.82,337.89,368.29,363.23,0.2631,0.2747,0.2965,0.2692,-1.37
Michigan,21,Malaysia,315.18,325.96,558.73,353.4,0.2668,0.265,0.4498,0.2619,-36.75
Michigan,22,Australia,184.99,258.45,288.65,328.75,0.1566,0.2101,0.2324,0.2436,13.89
Michigan,23,Hungary,262.02,267.68,216.01,261.89,0.2218,0.2177,0.1739,0.1941,21.24
Michigan,24,South Africa,116.92,119.94,114.05,254.73,0.099,0.0975,0.0918,0.1888,123.35
Michigan,25,Netherlands,226.76,243.56,229.77,230.15,0.1919,0.198,0.185,0.1706,0.17
Minnesota,0,World,33022.29,34748.08,28584.5,27023.84,1.456,1.4747,1.2714,1.2352,-5.46
Minnesota,0,Top 25,31551.11,33069.23,27189.81,26066.46,95.5449,95.1685,95.1208,96.4573,-4.13
Minnesota,1,China,9947.28,10409.77,9997.92,10285.88,30.1229,29.9578,34.9767,38.0623,2.88
Minnesota,2,Canada,13369.05,13923.56,8646.72,7490.11,40.4849,40.07,30.2497,27.7167,-13.38
Minnesota,3,Mexico,1963.17,2141.46,2003.87,2031.21,5.945,6.1628,7.0103,7.5164,1.36
Minnesota,4,Germany,953.01,1078.78,948.55,1022.62,2.886,3.1046,3.3184,3.7842,7.81
Minnesota,5,Ireland,920.87,1126.12,816.12,911.74,2.7886,3.2408,2.8551,3.3738,11.72
Minnesota,6,Taiwan,630.51,683.84,693.05,635.02,1.9094,1.968,2.4246,2.3499,-8.37
Minnesota,7,Japan,471.42,448.07,395.78,409.06,1.4276,1.2895,1.3846,1.5137,3.36
Minnesota,8,Italy,422.9,469.18,391.9,373.67,1.2806,1.3502,1.371,1.3827,-4.65
Minnesota,9,United Kingdom,364.01,371.47,372.03,372.99,1.1023,1.069,1.3015,1.3802,0.26
Minnesota,10,Malaysia,211.74,237.36,244.82,326.06,0.6412,0.6831,0.8565,1.2065,33.18
Minnesota,11,France,388.89,272.5,316.15,293.96,1.1777,0.7842,1.106,1.0878,-7.02
Minnesota,12,Switzerland,171.05,161.42,171.1,238.58,0.518,0.4645,0.5986,0.8829,39.44
Minnesota,13,Costa Rica,150.83,127.28,155.03,229.02,0.4568,0.3663,0.5424,0.8475,47.73
Minnesota,14,India,195.78,197.82,215.87,218.65,0.5929,0.5693,0.7552,0.8091,1.29
Minnesota,15,"Korea, South",166.68,171.03,183.07,194.7,0.5047,0.4922,0.6404,0.7205,6.35
Minnesota,16,Thailand,167.1,173.87,153.68,153.39,0.506,0.5004,0.5376,0.5676,-0.19
Minnesota,17,Vietnam,120.3,157.72,144.41,130.46,0.3643,0.4539,0.5052,0.4828,-9.66
Minnesota,18,Netherlands,92.71,87.53,95.69,120.26,0.2808,0.2519,0.3348,0.445,25.68
Minnesota,19,Singapore,73.04,81.91,83.81,105.78,0.2212,0.2357,0.2932,0.3914,26.21
Minnesota,20,Denmark,104.49,131.53,126.46,103.2,0.3164,0.3785,0.4424,0.3819,-18.4
Minnesota,21,Brazil,204.16,114.41,634.72,97.6,0.6183,0.3293,2.2205,0.3612,-84.62
Minnesota,22,Turkey,74.83,81.56,102.61,84.31,0.2266,0.2347,0.359,0.312,-17.83
Minnesota,23,Indonesia,82.99,76.12,86.11,81.28,0.2513,0.2191,0.3012,0.3008,-5.61
Minnesota,24,Israel,154.98,195.01,110.13,78.6,0.4693,0.5612,0.3853,0.2909,-28.63
Minnesota,25,Sweden,149.32,149.89,100.24,78.32,0.4522,0.4314,0.3507,0.2898,-21.86
Missouri,0,World,18514.61,18344.35,18509.65,17205.94,0.8163,0.7785,0.8233,0.7864,-7.04
Missouri,0,Top 25,17561.43,17269.62,17516.04,16174.36,94.8517,94.1414,94.6319,94.0045,-7.66
Missouri,1,China,4531.75,4570.96,4823.62,4351.63,24.4766,24.9175,26.06,25.2914,-9.78
Missouri,2,Canada,4066.34,3320.39,3402.75,2956.38,21.9629,18.1003,18.3836,17.1823,-13.12
Missouri,3,Mexico,2868.14,3282.88,3214.06,2692.48,15.4912,17.8959,17.3642,15.6485,-16.23
Missouri,4,Germany,1271.05,1254.57,1266.61,1352.9,6.8651,6.839,6.8429,7.863,6.81
Missouri,5,United Arab Emirates,553.54,619.09,602.54,849.52,2.9897,3.3748,3.2553,4.9373,40.99
Missouri,6,Taiwan,356.44,356.86,390.22,394.58,1.9252,1.9454,2.1082,2.2933,1.12
Missouri,7,Belgium,337.65,392.46,443.14,386.93,1.8237,2.1394,2.3941,2.2488,-12.68
Missouri,8,Japan,366.4,375.75,287.4,367.9,1.979,2.0483,1.5527,2.1382,28.01
Missouri,9,India,351.18,439.17,395.23,345.66,1.8968,2.394,2.1353,2.009,-12.54
Missouri,10,United Kingdom,411.36,356.64,336.71,315.68,2.2218,1.9441,1.8191,1.8347,-6.25
Missouri,11,Italy,249.84,280.49,257.78,276.97,1.3494,1.529,1.3927,1.6097,7.44
Missouri,12,France,238.81,235.48,278.72,257.9,1.2899,1.2836,1.5058,1.4989,-7.47
Missouri,13,"Korea, South",204.83,214,228.07,186.88,1.1063,1.1666,1.2322,1.0861,-18.06
Missouri,14,Netherlands,115.53,165.72,160.71,182.46,0.624,0.9034,0.8682,1.0604,13.53
Missouri,15,Philippines,86.02,84.32,182.96,175.59,0.4646,0.4596,0.9885,1.0205,-4.03
Missouri,16,Switzerland,234.87,126.49,157.92,157.2,1.2686,0.6895,0.8532,0.9137,-0.45
Missouri,17,Turkey,66.13,100.48,119.41,146.87,0.3572,0.5478,0.6451,0.8536,23
Missouri,18,Israel,276.86,227.72,162.03,113.86,1.4953,1.2414,0.8754,0.6617,-29.73
Missouri,19,Chile,216.53,235.26,180.03,109.92,1.1695,1.2825,0.9726,0.6388,-38.94
Missouri,20,Brazil,140.22,120.62,113.19,108.93,0.7574,0.6575,0.6115,0.6331,-3.76
Missouri,21,Vietnam,108.09,86.85,124.71,97.95,0.5838,0.4734,0.6738,0.5693,-21.46
Missouri,22,Spain,226.75,157.64,78.48,93.14,1.2247,0.8593,0.424,0.5414,18.68
Missouri,23,Thailand,98.51,78.54,100.13,90.87,0.532,0.4282,0.541,0.5282,-9.25
Missouri,24,Finland,112.27,126.28,137.76,83.3,0.6064,0.6884,0.7443,0.4842,-39.53
Missouri,25,Australia,72.31,60.98,71.87,78.86,0.3906,0.3324,0.3883,0.4583,9.73
Mississippi,0,World,20003.51,17286.2,14078.79,13970.94,0.882,0.7336,0.6262,0.6386,-0.77
Mississippi,0,Top 25,18120.61,15734.38,12662.29,12752.53,90.5872,91.0228,89.9387,91.2789,0.71
Mississippi,1,China,3417.76,3237.03,3913.89,4255.85,17.0858,18.7261,27.7999,30.4622,8.74
Mississippi,2,Mexico,4874.11,2793.16,1411.8,1552.23,24.3663,16.1584,10.0278,11.1105,9.95
Mississippi,3,Venezuela,2299.98,2170.21,1220.34,1132.36,11.4979,12.5546,8.6679,8.1051,-7.21
Mississippi,4,Canada,1159.13,1337.79,1075.43,908.72,5.7946,7.7391,7.6387,6.5043,-15.5
Mississippi,5,Japan,894.87,922.96,834.25,888.47,4.4736,5.3393,5.9256,6.3594,6.5
Mississippi,6,Germany,550.01,649.03,665.21,645.63,2.7496,3.7546,4.7249,4.6213,-2.94
Mississippi,7,Vietnam,168.61,211.98,292.21,299.32,0.8429,1.2263,2.0756,2.1425,2.43
Mississippi,8,Brazil,942.9,959.44,310.46,295.63,4.7137,5.5503,2.2052,2.116,-4.78
Mississippi,9,United Kingdom,902.74,616.66,359.16,286.1,4.5129,3.5674,2.5511,2.0478,-20.34
Mississippi,10,Malaysia,182.07,164.45,253.06,273.87,0.9102,0.9514,1.7974,1.9603,8.23
Mississippi,11,Taiwan,218.6,199.7,238.38,251.03,1.0928,1.1553,1.6932,1.7968,5.31
Mississippi,12,Colombia,991.32,631.23,405.3,205.5,4.9557,3.6516,2.8788,1.4709,-49.3
Mississippi,13,Italy,123.88,221.53,187.53,199.55,0.6193,1.2816,1.332,1.4283,6.41
Mississippi,14,Bangladesh,135.04,143.6,185.86,196.11,0.6751,0.8307,1.3202,1.4037,5.51
Mississippi,15,India,295.99,193.67,213.46,176.07,1.4797,1.1204,1.5162,1.2603,-17.51
Mississippi,16,France,181.07,243.05,147.15,169.68,0.9052,1.406,1.0452,1.2145,15.3
Mississippi,17,"Korea, South",114.19,122.46,138.97,158.63,0.5708,0.7084,0.9871,1.1354,14.15
Mississippi,18,Honduras,136.2,142.88,141.55,153.48,0.6809,0.8266,1.0054,1.0985,8.42
Mississippi,19,Russia,106.44,439.68,199.01,131.65,0.5321,2.5435,1.4135,0.9423,-33.85
Mississippi,20,Netherlands,104.95,117.47,133.15,114.49,0.5246,0.6796,0.9458,0.8195,-14.02
Mississippi,21,Philippines,132.02,82.34,90.77,106.64,0.66,0.4763,0.6448,0.7633,17.48
Mississippi,22,Thailand,102.68,72.15,82.9,99.35,0.5133,0.4174,0.5888,0.7111,19.84
Mississippi,23,Sweden,51.57,48.62,87.17,90.56,0.2578,0.2813,0.6192,0.6482,3.89
Mississippi,24,Dominican Republic,6.32,7.39,65.54,81.24,0.0316,0.0428,0.4655,0.5815,23.95
Mississippi,25,Singapore,28.16,5.89,9.72,80.36,0.1408,0.0341,0.069,0.5752,727.05
Montana,0,World,5740.6,6238.03,4062.68,3489.59,0.2531,0.2647,0.1807,0.1595,-14.11
Montana,0,Top 25,5727.77,6223.79,4042.8,3476.49,99.7764,99.7717,99.5106,99.6246,-14.01
Montana,1,Canada,5216.35,5556.48,3504.66,2877.02,90.8677,89.0743,86.2646,82.4459,-17.91
Montana,2,Germany,178.43,195.64,151.68,213.36,3.1082,3.1362,3.7336,6.1141,40.66
Montana,3,Mexico,72.91,99.91,99.55,99.48,1.2702,1.6017,2.4503,2.8507,-0.07
Montana,4,Italy,9.59,60.08,30.56,94.27,0.1671,0.9632,0.7521,2.7015,208.52
Montana,5,China,118.32,135.98,91.7,86.58,2.0611,2.1798,2.257,2.4812,-5.57
Montana,6,United Kingdom,30.86,33.02,50.37,25.15,0.5376,0.5293,1.2398,0.7208,-50.07
Montana,7,Japan,5.56,9.3,10.94,13.35,0.0969,0.1491,0.2694,0.3826,21.99
Montana,8,France,28.94,12.85,12.84,10.15,0.5042,0.206,0.3162,0.291,-20.95
Montana,9,Taiwan,14.29,15.22,22.75,8.4,0.2489,0.2439,0.56,0.2407,-63.08
Montana,10,Australia,4.08,4.52,2.67,6.53,0.0711,0.0725,0.0658,0.1872,144.33
Montana,11,Belgium,2.24,2.13,3.79,5.51,0.039,0.0341,0.0932,0.158,45.62
Montana,12,Philippines,0.15,6.92,12.07,5.23,0.0026,0.1109,0.297,0.15,-56.62
Montana,13,"Korea, South",16.61,7.07,12.36,5.08,0.2893,0.1133,0.3042,0.1457,-58.86
Montana,14,Austria,2.98,0.43,1.34,4.01,0.0519,0.0069,0.0331,0.1148,198.45
Montana,15,Netherlands,2.01,3.72,3.18,3.11,0.035,0.0597,0.0782,0.0892,-2.05
Montana,16,Vietnam,1.17,1.91,2.11,2.8,0.0204,0.0306,0.052,0.0801,32.35
Montana,17,Lithuania,2.22,2.68,2.09,2.42,0.0387,0.043,0.0513,0.0693,15.96
Montana,18,India,9.14,66.54,21.65,2.28,0.1593,1.0667,0.5329,0.0654,-89.46
Montana,19,Spain,0.82,0.57,0.63,2.07,0.0142,0.0091,0.0154,0.0594,230.15
Montana,20,Switzerland,1.48,2.17,1.39,1.96,0.0257,0.0348,0.0342,0.0562,40.95
Montana,21,Sweden,9.03,1.95,1.66,1.93,0.1573,0.0312,0.0409,0.0552,15.82
Montana,22,Bulgaria,0,0.01,0.29,1.8,0,0.0002,0.0072,0.0516,517.69
Montana,23,Israel,0.42,2.11,1.27,1.47,0.0073,0.0339,0.0313,0.042,15.37
Montana,24,Cambodia,0.14,0.36,0.71,1.27,0.0025,0.0058,0.0175,0.0363,78.03
Montana,25,Russia,0.01,2.22,0.54,1.24,0.0002,0.0355,0.0132,0.0356,131.42
North Carolina,0,World,49847.68,52924.8,51280.7,47041.18,2.1979,2.246,2.281,2.1502,-8.27
North Carolina,0,Top 25,43717,46318.33,44867.45,40980.56,87.7012,87.5172,87.4938,87.1164,-8.66
North Carolina,1,China,11514.8,12505.95,11084.39,10157.63,23.1,23.6297,21.6151,21.5931,-8.36
North Carolina,2,Mexico,4796.63,4643.54,4538.64,4583,9.6226,8.7738,8.8506,9.7425,0.98
North Carolina,3,Canada,3442.72,3453,3771.53,3350.65,6.9065,6.5244,7.3547,7.1228,-11.16
North Carolina,4,Germany,3364.89,3411.88,3256.68,3021.88,6.7503,6.4467,6.3507,6.4239,-7.21
North Carolina,5,Japan,2748.92,3120.39,2935.4,2764.83,5.5146,5.8959,5.7242,5.8775,-5.81
North Carolina,6,United Kingdom,2150.47,2719.83,2736.78,1908.21,4.3141,5.139,5.3369,4.0565,-30.28
North Carolina,7,France,2744.45,2506.84,2169.21,1830.59,5.5057,4.7366,4.2301,3.8915,-15.61
North Carolina,8,Italy,1464.75,1872.89,1854.46,1623.61,2.9384,3.5388,3.6163,3.4515,-12.45
North Carolina,9,Vietnam,760.07,857.79,1195.05,1364.03,1.5248,1.6208,2.3304,2.8996,14.14
North Carolina,10,India,1176.12,1301.28,1344.8,1259.59,2.3594,2.4587,2.6224,2.6776,-6.34
North Carolina,11,Honduras,872.28,832.63,938.36,888.69,1.7499,1.5732,1.8298,1.8892,-5.29
North Carolina,12,Taiwan,864.82,876.73,883.56,833.65,1.7349,1.6566,1.723,1.7722,-5.65
North Carolina,13,Ireland,362.14,517.24,753.4,780.34,0.7265,0.9773,1.4692,1.6589,3.58
North Carolina,14,Switzerland,1008.18,1471.83,1151.68,731.88,2.0225,2.781,2.2458,1.5558,-36.45
North Carolina,15,Brazil,1026.5,794.75,809.77,728.99,2.0593,1.5017,1.5791,1.5497,-9.98
North Carolina,16,Dominican Republic,659.41,581.04,656.74,728.66,1.3228,1.0979,1.2807,1.549,10.95
North Carolina,17,"Korea, South",564.94,706.67,634.62,583.32,1.1333,1.3352,1.2375,1.24,-8.08
North Carolina,18,Indonesia,684.08,682.76,631.55,573,1.3723,1.2901,1.2315,1.2181,-9.27
North Carolina,19,El Salvador,581.87,527.98,545.38,544.14,1.1673,0.9976,1.0635,1.1567,-0.23
North Carolina,20,Thailand,426.81,457.77,473.08,509.16,0.8562,0.8649,0.9225,1.0824,7.63
North Carolina,21,Netherlands,735.41,640.92,630.24,497.58,1.4753,1.211,1.229,1.0578,-21.05
North Carolina,22,Singapore,931.8,780.74,559.87,439.96,1.8693,1.4752,1.0918,0.9353,-21.42
North Carolina,23,Turkey,280.85,339.09,395.79,427.25,0.5634,0.6407,0.7718,0.9082,7.95
North Carolina,24,Bangladesh,361.87,426.88,470.3,426.76,0.726,0.8066,0.9171,0.9072,-9.26
North Carolina,25,Malaysia,192.22,287.91,446.18,423.18,0.3856,0.544,0.8701,0.8996,-5.15
North Dakota,0,World,3601.21,3828.4,3137.34,2563.75,0.1588,0.1625,0.1395,0.1172,-18.28
North Dakota,0,Top 25,3473.46,3605.85,3014.8,2477.51,96.4527,94.187,96.0941,96.6362,-17.82
North Dakota,1,Canada,2491.2,2567.78,1922.98,1363.17,69.1768,67.072,61.2933,53.1709,-29.11
North Dakota,2,China,144.9,152.6,118.2,211.15,4.0235,3.9861,3.7675,8.236,78.64
North Dakota,3,"Korea, South",48.08,144.99,210.19,162.21,1.3352,3.7871,6.6998,6.3271,-22.83
North Dakota,4,Mexico,143.41,153.31,147.98,116.98,3.9822,4.0045,4.7167,4.563,-20.95
North Dakota,5,Germany,185.83,129.88,131.55,116.72,5.1601,3.3925,4.193,4.5527,-11.27
North Dakota,6,India,53.62,59.14,73.82,75.88,1.4889,1.5447,2.3531,2.9597,2.79
North Dakota,7,United Kingdom,41.57,54.36,45.38,70.77,1.1542,1.4199,1.4463,2.7604,55.97
North Dakota,8,France,92.55,92.96,69.02,69.56,2.5699,2.4283,2.1998,2.7132,0.79
North Dakota,9,Czech Republic,10.88,4.71,40.08,45.78,0.3022,0.1229,1.2775,1.7855,14.21
North Dakota,10,Saudi Arabia,64.3,37.45,43.7,34.48,1.7855,0.9782,1.3929,1.3448,-21.11
North Dakota,11,Japan,73.2,48.61,36.87,31.59,2.0328,1.2697,1.1752,1.2321,-14.32
North Dakota,12,Italy,43.66,39.48,24.99,28.83,1.2124,1.0311,0.7966,1.1245,15.36
North Dakota,13,Austria,5.9,5.91,12.47,21.79,0.1639,0.1545,0.3976,0.85,74.69
North Dakota,14,Vietnam,12.02,16.01,16.33,20.52,0.3337,0.4182,0.5205,0.8003,25.64
North Dakota,15,Spain,3.1,13.04,21.79,18.16,0.0859,0.3407,0.6947,0.7083,-16.68
North Dakota,16,Bolivia,25.7,27.2,21.59,10.69,0.7136,0.7104,0.6881,0.417,-50.48
North Dakota,17,Netherlands,3.2,5.95,3.49,10.56,0.0889,0.1554,0.1114,0.4119,202.21
North Dakota,18,Taiwan,12.33,8.54,15.29,10.42,0.3423,0.2232,0.4874,0.4066,-31.83
North Dakota,19,Chile,2.99,3.23,5.81,10.36,0.083,0.0842,0.1851,0.404,78.37
North Dakota,20,Singapore,5.51,18.44,16.57,9.67,0.1529,0.4816,0.528,0.3771,-41.64
North Dakota,21,United Arab Emirates,0.41,0.74,0.66,9.08,0.0114,0.0194,0.0209,0.3542,1282.29
North Dakota,22,Russia,1.7,8.06,11.35,8.34,0.0472,0.2106,0.3617,0.3251,-26.54
North Dakota,23,Kenya,5.53,7.78,10.92,7.12,0.1536,0.2031,0.3482,0.2778,-34.81
North Dakota,24,Poland,1.89,5.7,13.77,6.87,0.0525,0.1488,0.4389,0.2679,-50.11
North Dakota,25,Algeria,0,0,0,6.82,0,0,0,0.2661,0
Nebraska,0,World,3702.9,4054.67,4135.65,3556.5,0.1633,0.1721,0.184,0.1626,-14
