statename,rank,countryd,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Vermont,3,France,24.64,25.7,54.31,118.65,0.4978,0.5393,1.3367,3.203,118.46
Vermont,4,Japan,52.8,37.69,60.51,85.42,1.0669,0.791,1.4892,2.3059,41.17
Vermont,5,Vietnam,43.31,47.82,74.25,62.05,0.8751,1.0037,1.8275,1.6749,-16.44
Vermont,6,India,69.16,68.92,64.99,59.25,1.3974,1.4465,1.5996,1.5995,-8.83
Vermont,7,Germany,70.08,67.56,51.52,54.53,1.416,1.418,1.268,1.472,5.84
Vermont,8,Indonesia,52.55,43.68,53.41,45.44,1.0617,0.9167,1.3145,1.2265,-14.93
Vermont,9,United Kingdom,56.93,61.7,66.14,42.82,1.1502,1.295,1.6278,1.156,-35.25
Vermont,10,Mexico,109.13,45.86,32.76,42.82,2.2049,0.9625,0.8063,1.1559,30.7
Vermont,11,Taiwan,32.71,42.17,41.66,39.97,0.6608,0.8852,1.0254,1.0791,-4.06
Vermont,12,Russia,33.5,38.14,40.31,36.56,0.6769,0.8005,0.9923,0.9868,-9.32
Vermont,13,"Korea, South",32.53,39.05,64.31,28.45,0.6572,0.8196,1.5829,0.7679,-55.77
Vermont,14,Italy,29.77,28.14,27.06,25.86,0.6016,0.5906,0.6661,0.698,-4.46
Vermont,15,Colombia,13.3,18.97,12.49,18.93,0.2687,0.3982,0.3074,0.5111,51.6
Vermont,16,Switzerland,26.2,17.86,10.99,16.65,0.5294,0.3749,0.2706,0.4495,51.49
Vermont,17,Turkey,5.75,5.86,10.72,15.05,0.1161,0.123,0.2638,0.4062,40.38
Vermont,18,Brazil,5.34,7.75,9.34,13.84,0.1079,0.1627,0.2299,0.3736,48.15
Vermont,19,Spain,14.15,14.91,14.59,13.05,0.2859,0.3129,0.3592,0.3522,-10.6
Vermont,20,Denmark,8.25,8.96,6.27,12.07,0.1667,0.188,0.1543,0.3258,92.43
Vermont,21,Ecuador,16.2,12.4,10.57,11.01,0.3273,0.2603,0.2602,0.2971,4.11
Vermont,22,Hong Kong,2.12,4.1,5.57,10.73,0.0429,0.086,0.1371,0.2897,92.63
Vermont,23,Singapore,9.3,6.86,8.59,10.57,0.1879,0.144,0.2113,0.2854,23.12
Vermont,24,Malaysia,16.13,24.64,13.7,10.55,0.326,0.5171,0.3373,0.2848,-23.02
Vermont,25,Austria,10.93,10.15,15.77,9.09,0.2208,0.2131,0.3882,0.2453,-42.39
Washington,0,World,49899.97,52522.33,51135.52,46997.33,2.2002,2.229,2.2745,2.1482,-8.09
Washington,0,Top 25,45567.99,49055.82,48457.57,44571.8,91.3187,93.3999,94.763,94.839,-8.02
Washington,1,Canada,14564.71,16319.78,13341.37,12631.24,29.1878,31.0721,26.0902,26.8765,-5.32
Washington,2,China,8800.7,8350.8,10372.85,11562.82,17.6367,15.8995,20.285,24.6031,11.47
Washington,3,Japan,7055.38,6936.34,6689.72,5977.98,14.1391,13.2065,13.0823,12.7198,-10.64
Washington,4,"Korea, South",2161.12,2503.07,2842.99,2116.9,4.3309,4.7657,5.5597,4.5043,-25.54
Washington,5,Taiwan,2004.12,2548.68,2115.54,1749.57,4.0163,4.8526,4.1371,3.7227,-17.3
Washington,6,Mexico,790.58,802.93,1307.35,1307.81,1.5843,1.5287,2.5566,2.7827,0.04
Washington,7,Russia,696.66,584.15,505.14,990.34,1.3961,1.1122,0.9878,2.1072,96.05
Washington,8,Vietnam,430,548.82,907.99,983.27,0.8617,1.0449,1.7756,2.0922,8.29
Washington,9,France,1859.73,2219.27,1517.61,906.44,3.7269,4.2254,2.9678,1.9287,-40.27
Washington,10,Germany,794.82,782.39,918.19,781.97,1.5928,1.4896,1.7956,1.6639,-14.84
Washington,11,United Kingdom,1731.25,2137.59,1471.86,761.79,3.4694,4.0699,2.8783,1.6209,-48.24
Washington,12,Thailand,581.93,710.54,1078.81,622.95,1.1662,1.3528,2.1097,1.3255,-42.26
Washington,13,Italy,509.79,511.83,543.32,465.2,1.0216,0.9745,1.0625,0.9899,-14.38
Washington,14,Indonesia,382.22,371.46,397.64,464.44,0.766,0.7072,0.7776,0.9882,16.8
Washington,15,Malaysia,474.55,451.47,504.39,461.41,0.951,0.8596,0.9864,0.9818,-8.52
Washington,16,Australia,792.83,934.11,936.95,440.96,1.5888,1.7785,1.8323,0.9383,-52.94
Washington,17,Singapore,310,192.28,795.71,419.63,0.6212,0.3661,1.5561,0.8929,-47.26
Washington,18,India,341.85,386.81,452.73,361.83,0.6851,0.7365,0.8854,0.7699,-20.08
Washington,19,New Zealand,144.13,166.91,208.58,258.85,0.2888,0.3178,0.4079,0.5508,24.1
Washington,20,Chile,107.15,137.42,239.28,245.59,0.2147,0.2616,0.4679,0.5226,2.64
Washington,21,Brazil,261.58,207.81,301.47,238.55,0.5242,0.3957,0.5896,0.5076,-20.87
Washington,22,Israel,102.1,99.62,113.84,237.47,0.2046,0.1897,0.2226,0.5053,108.59
Washington,23,Netherlands,396.75,525.34,311.97,214.99,0.7951,1.0002,0.6101,0.4574,-31.09
Washington,24,Philippines,183.52,266.87,288.89,213.92,0.3678,0.5081,0.5649,0.4552,-25.95
Washington,25,Argentina,90.53,359.51,293.39,155.84,0.1814,0.6845,0.5737,0.3316,-46.88
Wisconsin,0,World,22223.03,23563.07,23045.39,22429.04,0.9799,1,1.0251,1.0252,-2.67
Wisconsin,0,Top 25,20249,21480.85,21223.68,20784.35,91.1172,91.1632,92.0951,92.6671,-2.07
Wisconsin,1,China,5853.7,6071.44,6221.36,5770.23,26.3407,25.7667,26.9961,25.7266,-7.25
Wisconsin,2,Canada,4213.35,4521.63,4210.32,4074.68,18.9594,19.1895,18.2697,18.167,-3.22
Wisconsin,3,Mexico,2451.61,2555.38,2692.14,2753.22,11.0318,10.8448,11.6819,12.2752,2.27
Wisconsin,4,Germany,1211.71,1438.35,1283.04,1379.59,5.4525,6.1042,5.5675,6.1509,7.53
Wisconsin,5,Vietnam,736.49,896.34,961.68,818.74,3.3141,3.804,4.173,3.6504,-14.86
Wisconsin,6,Japan,732.93,690.32,661.26,675.23,3.2981,2.9297,2.8694,3.0105,2.11
Wisconsin,7,Italy,697,738.53,606.11,659.8,3.1364,3.1343,2.6301,2.9417,8.86
Wisconsin,8,India,639.01,677.82,674.2,636.55,2.8754,2.8766,2.9255,2.838,-5.58
Wisconsin,9,Taiwan,487.17,551.06,581.39,514.52,2.1922,2.3387,2.5228,2.294,-11.5
Wisconsin,10,France,451.33,499.81,460.48,438.37,2.0309,2.1212,1.9981,1.9545,-4.8
Wisconsin,11,United Kingdom,291.43,339.66,346.41,349.09,1.3114,1.4415,1.5032,1.5564,0.77
Wisconsin,12,Indonesia,378.53,343.15,372.2,332.61,1.7033,1.4563,1.6151,1.4829,-10.64
Wisconsin,13,"Korea, South",312.89,337.62,332.22,312.01,1.408,1.4328,1.4416,1.3911,-6.08
Wisconsin,14,Netherlands,146.96,131.39,133.28,230.18,0.6613,0.5576,0.5784,1.0263,72.7
Wisconsin,15,Switzerland,173.5,191.98,177.02,205.93,0.7807,0.8147,0.7682,0.9182,16.33
Wisconsin,16,Israel,165.47,177.46,213.83,205.09,0.7446,0.7531,0.9279,0.9144,-4.09
Wisconsin,17,Finland,277.51,287.5,248.69,204.01,1.2488,1.2201,1.0791,0.9096,-17.96
Wisconsin,18,Ireland,50.12,68.36,86.78,192.07,0.2255,0.2901,0.3766,0.8564,121.34
Wisconsin,19,Malaysia,129.7,141.2,142.01,182.44,0.5837,0.5993,0.6162,0.8134,28.47
Wisconsin,20,Austria,177.83,194.34,178.8,180.76,0.8002,0.8247,0.7759,0.8059,1.1
Wisconsin,21,Philippines,128.85,144.54,176.06,146.74,0.5798,0.6134,0.764,0.6542,-16.65
Wisconsin,22,Turkey,54.08,48.66,50.63,146.36,0.2434,0.2065,0.2197,0.6526,189.11
Wisconsin,23,Denmark,102.97,121.8,139.71,139.42,0.4633,0.5169,0.6062,0.6216,-0.2
Wisconsin,24,Bangladesh,220.08,164.4,169.02,120.31,0.9903,0.6977,0.7334,0.5364,-28.82
Wisconsin,25,Australia,164.75,148.11,105.04,116.39,0.7413,0.6286,0.4558,0.5189,10.81
West Virginia,0,World,3701.38,3812.45,3781.63,3331.45,0.1632,0.1618,0.1682,0.1523,-11.9
West Virginia,0,Top 25,3614.47,3743.37,3671.18,3279.78,97.6518,98.1879,97.0792,98.449,-10.66
West Virginia,1,Canada,1444.83,1355.13,1161.42,1125.91,39.035,35.5448,30.712,33.7962,-3.06
West Virginia,2,Japan,990.1,1115.66,1259.07,1070.73,26.7494,29.2637,33.2944,32.14,-14.96
West Virginia,3,Mexico,160,253.44,219.6,230.18,4.3228,6.6478,5.8071,6.9092,4.82
West Virginia,4,China,283.76,278.77,258.97,176.93,7.6663,7.3121,6.848,5.3109,-31.68
West Virginia,5,Germany,185.46,165.73,157.23,149.84,5.0104,4.3472,4.1577,4.4977,-4.7
West Virginia,6,France,63.21,107.13,112.91,107.13,1.7077,2.8101,2.9857,3.2156,-5.12
West Virginia,7,Italy,41.41,42.96,66.47,55.71,1.1187,1.1269,1.7577,1.6721,-16.19
West Virginia,8,India,126.86,65.97,64.36,52.56,3.4274,1.7303,1.7018,1.5778,-18.32
West Virginia,9,United Kingdom,49.92,46.95,45.23,40.92,1.3486,1.2315,1.196,1.2284,-9.51
West Virginia,10,Belgium,45.37,41.8,40.05,36.84,1.2257,1.0963,1.059,1.1059,-8.01
West Virginia,11,Poland,26.09,31.59,38.31,32.33,0.7049,0.8287,1.0131,0.9704,-15.62
West Virginia,12,Brazil,24.73,40.49,31.38,26.88,0.6681,1.0621,0.8298,0.8068,-14.35
West Virginia,13,Taiwan,40.35,44.01,46.72,24.44,1.0902,1.1544,1.2353,0.7337,-47.68
West Virginia,14,Netherlands,13.2,22.36,18.69,21.68,0.3567,0.5865,0.4943,0.6507,15.97
West Virginia,15,Pakistan,22.21,15.09,23.73,20.51,0.6,0.3957,0.6276,0.6158,-13.56
West Virginia,16,Spain,10.67,25.36,20.17,15.56,0.2882,0.6653,0.5335,0.4671,-22.87
West Virginia,17,Switzerland,6.32,14.16,22.04,14.64,0.1709,0.3714,0.5827,0.4394,-33.57
West Virginia,18,Israel,7.81,8.14,15.4,13.26,0.211,0.2136,0.4073,0.3981,-13.89
West Virginia,19,Malaysia,5.52,9.06,10.09,13.17,0.1491,0.2376,0.2669,0.3955,30.53
West Virginia,20,Vietnam,39.36,25.36,18.48,11.72,1.0633,0.6653,0.4886,0.3518,-36.58
West Virginia,21,Luxembourg,8.53,11.79,8.63,9.73,0.2303,0.3092,0.2281,0.2921,12.79
West Virginia,22,Thailand,7.14,8.65,11.07,8.52,0.1928,0.2269,0.2927,0.2558,-23.03
West Virginia,23,"Korea, South",8.34,9.54,14.53,7.85,0.2252,0.2501,0.3843,0.2357,-45.98
West Virginia,24,Sweden,2.59,3.47,5.65,6.71,0.07,0.091,0.1494,0.2015,18.81
West Virginia,25,United Arab Emirates,0.7,0.74,0.98,6.02,0.019,0.0194,0.0259,0.1808,514.02
Wyoming,0,World,2161.77,1900.72,1144.52,876.56,0.0953,0.0807,0.0509,0.0401,-23.41
Wyoming,0,Top 25,2136.2,1888.38,1115.34,867.66,98.8175,99.3508,97.4509,98.9845,-22.21
Wyoming,1,Canada,1885.38,1636,815.72,541.34,87.215,86.0725,71.2719,61.7566,-33.64
Wyoming,2,China,121,128.95,138.83,147.06,5.5972,6.7845,12.1297,16.777,5.93
Wyoming,3,Mexico,21.53,28.96,48.49,97.2,0.996,1.5236,4.2366,11.089,100.46
Wyoming,4,Germany,22.04,11.62,24.24,11.95,1.0197,0.6115,2.1181,1.363,-50.71
Wyoming,5,"Korea, South",6.82,2.65,8.58,7.03,0.3153,0.1393,0.7498,0.8017,-18.11
Wyoming,6,Italy,3.36,2.44,5.51,6.55,0.1553,0.1283,0.4815,0.7471,18.84
Wyoming,7,United Kingdom,16.36,12.73,10.36,5.86,0.7568,0.67,0.9049,0.6681,-43.45
Wyoming,8,Taiwan,3.04,5.84,5.43,5.49,0.1408,0.3072,0.4743,0.6262,1.11
Wyoming,9,Brazil,0.38,2.43,3.21,4.75,0.0175,0.1278,0.2805,0.5421,48
Wyoming,10,Thailand,0.89,11.54,15.36,4.64,0.0412,0.6072,1.3418,0.5292,-69.79
Wyoming,11,Japan,8.6,5.24,3.39,4.56,0.3979,0.2758,0.296,0.5206,34.71
Wyoming,12,Argentina,0,0.01,1.2,3.9,0,0.0004,0.1049,0.4448,224.92
Wyoming,13,India,21.97,7.33,6.96,3.39,1.0163,0.3858,0.6079,0.3864,-51.33
Wyoming,14,Sweden,1.53,2.33,3.94,3.32,0.0707,0.1225,0.3439,0.3791,-15.56
Wyoming,15,Turkey,1.53,1.11,2.13,3.11,0.071,0.0584,0.1862,0.3545,45.8
Wyoming,16,Slovenia,0,0.6,1.03,3.05,0.0001,0.0316,0.0904,0.3475,194.45
Wyoming,17,Belgium,1.61,0.63,3.53,2.07,0.0743,0.0329,0.3085,0.2357,-41.47
Wyoming,18,Austria,3.48,2.76,1.39,2.01,0.1611,0.1454,0.1218,0.2293,44.15
Wyoming,19,Romania,1.04,2.22,2.93,1.96,0.048,0.1166,0.2564,0.2237,-33.18
Wyoming,20,Australia,2.76,10.7,3.56,1.75,0.1279,0.5629,0.3109,0.1997,-50.8
Wyoming,21,Vietnam,1.08,1.41,2.5,1.57,0.05,0.0741,0.2188,0.1794,-37.22
Wyoming,22,Spain,1.92,1.32,0.63,1.43,0.0889,0.0694,0.055,0.1629,127
Wyoming,23,Indonesia,0.67,0.81,0.89,1.31,0.0308,0.0428,0.0775,0.1498,48.04
Wyoming,24,France,6.64,4.98,3.99,1.29,0.307,0.2622,0.3486,0.1474,-67.6
Wyoming,25,Netherlands,2.57,3.77,1.54,1.08,0.1187,0.1982,0.1349,0.1235,-29.92
Unidentified,0,World,13572.77,17669.61,19070.85,20930.89,0.5985,0.7499,0.8483,0.9567,9.75
Unidentified,0,Top 25,12325.2,16255.29,17500.69,19259.07,90.8083,91.9958,91.7667,92.0127,10.05
Unidentified,1,Mexico,1816.94,2209.7,2909.33,3791.02,13.3866,12.5056,15.2554,18.1121,30.31
Unidentified,2,China,2591.44,3349.82,3412.12,3293.15,19.0929,18.9581,17.8918,15.7335,-3.49
Unidentified,3,Japan,1191.86,1637.83,1894.03,2955.48,8.7812,9.2692,9.9316,14.1202,56.04
Unidentified,4,Canada,2109.9,2801.85,2860.39,2839.24,15.5451,15.8569,14.9987,13.5648,-0.74
Unidentified,5,Germany,966.36,1406.2,1440.01,1437.3,7.1198,7.9583,7.5509,6.8669,-0.19
Unidentified,6,Taiwan,500.67,623.48,587.91,548.3,3.6888,3.5286,3.0828,2.6196,-6.74
Unidentified,7,Italy,343.47,465.77,497.87,529.67,2.5306,2.636,2.6106,2.5305,6.39
Unidentified,8,United Kingdom,361.46,502.43,487.91,461.53,2.6631,2.8435,2.5584,2.205,-5.41
Unidentified,9,France,311.71,410.88,421.72,375.48,2.2966,2.3254,2.2114,1.7939,-10.97
Unidentified,10,"Korea, South",285.5,352.8,336.63,331.17,2.1035,1.9966,1.7652,1.5822,-1.62
Unidentified,11,Colombia,234.35,266.59,290.34,323.87,1.7266,1.5087,1.5224,1.5473,11.55
Unidentified,12,Switzerland,207.68,271.78,266.54,265,1.5301,1.5381,1.3976,1.2661,-0.58
Unidentified,13,India,157.82,225.73,256.56,260.94,1.1628,1.2775,1.3453,1.2467,1.71
Unidentified,14,Netherlands,82.39,126.09,221.22,202.77,0.607,0.7136,1.16,0.9687,-8.34
Unidentified,15,Ecuador,150.39,162.76,165.45,192.66,1.108,0.9211,0.8676,0.9205,16.44
Unidentified,16,Malaysia,141.05,221.87,208.64,183.23,1.0392,1.2556,1.094,0.8754,-12.18
Unidentified,17,Spain,104.97,162.28,184.88,178.28,0.7734,0.9184,0.9694,0.8518,-3.57
Unidentified,18,Thailand,114.84,176.49,180.42,168.99,0.8461,0.9988,0.946,0.8074,-6.33
Unidentified,19,Singapore,219.56,220.44,163.94,148.14,1.6177,1.2475,0.8596,0.7077,-9.64
Unidentified,20,Poland,70.11,116.33,124.78,147.58,0.5166,0.6584,0.6543,0.7051,18.27
Unidentified,21,Czech Republic,78.23,113.52,124.49,145.42,0.5764,0.6424,0.6528,0.6947,16.81
Unidentified,22,Sweden,106.68,128.33,128.43,131,0.786,0.7263,0.6734,0.6259,2
Unidentified,23,Brazil,55.9,76.47,118.07,121.45,0.4118,0.4327,0.6191,0.5802,2.86
Unidentified,24,Vietnam,54.32,113.88,119.41,116.66,0.4002,0.6445,0.6261,0.5573,-2.3
Unidentified,25,Belgium,67.62,111.98,99.6,110.76,0.4982,0.6337,0.5223,0.5292,11.2
