statename,coor1,rank,countryd,coor2,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Tennessee,"[-85.98175048828124, 35.980228800645676]",5,Belgium,"[4.7515869140625,50.73297844827752]",1231.59,1184.36,1275.17,1295.38,3.7926,3.5619,3.913,4.1211,1.58
Unidentified,"[-126.71630859375, 40.98819156349393]",3,United Kingdom,"[-2.0654296875,54.16243396806779]",1231.03,1373.52,1471.77,1419.33,2.5814,2.8017,3.1465,3.1011,-3.56
Nevada,"[-116.8505859375,39.45316112807394]",2,Canada,"[-105.64453124999999,57.61010702068388]",1220.09,1252.95,1280.84,1378.34,14.0223,16.2896,14.7793,14.1178,7.61
Puerto Rico,"[-66.533203125,18.2397859708389]",4,Japan,"[138.8671875,36.4566360115962]",1218.64,1351.98,1372.7,1474.24,6.1036,6.6664,6.8024,7.4132,7.4
Connecticut,"[-72.6800537109375,41.67086022030498]",5,Mexico,"[-102.3046875,23.926013033021192]",1213.26,1280.71,1319.11,1060.49,7.3859,8.0231,8.6542,7.3674,-19.61
Pennsylvania,"[-78.28857421875,41.09591205639546]",9,"Korea, South","[128.056640625,36.527294814546245]",1213.25,1020.94,916.21,1060.01,2.9461,2.5264,2.3232,2.9054,15.7
Connecticut,"[-72.6800537109375,41.67086022030498]",4,United Arab Emirates,"[54.4921875,23.75518176611264]",1212.08,1141.96,1592.08,1241.81,7.3787,7.1539,10.4451,8.6272,-22
Illinois,"[-89.000244140625,40.10328591293439]",9,Netherlands,"[5.537109374999999,52.02545860348814]",1192.85,1527.21,1919.82,1390.22,1.8015,2.233,3.028,2.3264,-27.59
Puerto Rico,"[-66.533203125,18.2397859708389]",13,United Kingdom,"[-2.0654296875,54.16243396806779]",1180.76,1167.95,1151.68,407,5.9139,5.759,5.7072,2.0466,-64.66
New York,"[-75.706787109375,42.771211138625894]",15,Singapore,"[103.84552001953125,1.3154972002419345]",1177.28,1107.69,1017.92,1192.31,1.3625,1.2469,1.2244,1.5541,17.13
Indiana,"[-86.15478515625,39.85072092501597]",9,Netherlands,"[5.537109374999999,52.02545860348814]",1174.4,844.06,958.41,923.65,3.4323,2.3717,2.8339,2.6653,-3.63
Georgia,"[-83.419189453125,32.99023555965106]",9,Brazil,"[-51.240234375,-9.44906182688142]",1172.97,1394.04,1216.89,916.86,3.1214,3.537,3.153,2.5723,-24.66
Louisiana,"[-92.26318359375,30.968189296794247]",11,"Korea, South","[128.056640625,36.527294814546245]",1168.23,1241.58,780.92,990.02,1.8471,1.9169,1.604,2.0447,26.78
Nebraska,"[-99.7998046875,41.812267143599804]",1,Mexico,"[-102.3046875,23.926013033021192]",1157.18,1353.13,1261.37,1459.85,15.6524,17.1507,18.9298,22.8804,15.74
New Jersey,"[-74.48181152343749,40.136890695345905]",11,Belgium,"[4.7515869140625,50.73297844827752]",1153.09,846.46,786.43,817.8,3.1495,2.3135,2.4527,2.6192,3.99
Florida,"[-81.947021484375,28.87353946316266]",12,United Kingdom,"[-2.0654296875,54.16243396806779]",1149.67,1468.1,1173.76,1421.48,1.9008,2.5122,2.1777,2.731,21.1
New Jersey,"[-74.48181152343749,40.136890695345905]",9,"Korea, South","[128.056640625,36.527294814546245]",1143.04,1424.62,1215.24,922.94,3.1221,3.8938,3.7901,2.956,-24.05
Louisiana,"[-92.26318359375,30.968189296794247]",23,Egypt,"[30.25634765625,26.54922257769204]",1134.25,2017.48,714.47,635.9,1.7934,3.1148,1.4675,1.3133,-11
Puerto Rico,"[-66.533203125,18.2397859708389]",5,Austria,"[14.820556640625,47.57652571374621]",1133.39,1097.15,1363.75,1127.93,5.6767,5.4098,6.7581,5.6718,-17.29
Florida,"[-81.947021484375,28.87353946316266]",14,Costa Rica,"[-83.682861328125,9.893098633379584]",1124.91,1150.33,1251.1,1264.86,1.8599,1.9684,2.3212,2.4301,1.1
Louisiana,"[-92.26318359375,30.968189296794247]",15,Venezuela,"[-65.10498046875,7.689217127736191]",1108.65,1280.5,739.39,840.61,1.7529,1.977,1.5187,1.7361,13.69
California,"[-119.7509765625,36.84446074079564]",16,Vietnam,"[108.43505859374999,14.32825967774278]",1108.05,1206.41,1247.21,2571.04,0.6588,0.6939,0.7541,1.5724,106.14
Georgia,"[-83.419189453125,32.99023555965106]",4,Germany,"[10.17333984375,51.12421275782688]",1095.14,1332.85,1482.07,1584.75,2.9143,3.3818,3.84,4.446,6.93
Michigan,"[-84.638671875,44.84029065139799]",7,"Korea, South","[128.056640625,36.527294814546245]",1093.74,1056.49,1066.04,975.61,1.8413,1.835,1.9758,1.7831,-8.48
Michigan,"[-84.638671875,44.84029065139799]",11,Australia,"[134.560546875,-25.641526373065755]",1093.09,1069.97,888.58,577.57,1.8402,1.8585,1.6469,1.0556,-35
Florida,"[-81.947021484375,28.87353946316266]",20,Bahamas,"[-77.90679931640625,24.499645635732882]",1090.57,1012.09,975.49,937.41,1.8031,1.7319,1.8098,1.801,-3.9
Minnesota,"[-94.02099609375,46.30899569419859]",4,Japan,"[138.8671875,36.4566360115962]",1081.17,1216.58,1115.36,1037.5,5.2079,5.6856,5.5723,5.403,-6.98
Arizona,"[-112.093505859375,33.44977658311846]",4,China,"[106.435546875,34.23451236236987]",1079.92,1019.4,1263.4,1210.43,5.5442,4.7978,5.5766,5.4979,-4.19
Unidentified,"[-126.71630859375, 40.98819156349393]",4,Germany,"[10.17333984375,51.12421275782688]",1061.84,1096.94,1115.4,1110.45,2.2266,2.2376,2.3846,2.4263,-0.44
Florida,"[-81.947021484375,28.87353946316266]",17,Japan,"[138.8671875,36.4566360115962]",1055.39,1098.78,904.95,1209.68,1.745,1.8802,1.679,2.3241,33.67
Virginia,"[-78.62091064453125, 37.67077737288316]",3,Mexico,"[-102.3046875,23.926013033021192]",1051.31,1218.22,1231.24,1090.26,5.8745,6.2825,6.9166,6.6833,-11.45
Unidentified,"[-126.71630859375, 40.98819156349393]",5,Australia,"[134.560546875,-25.641526373065755]",1046.49,1069.02,964.01,853.69,2.1944,2.1806,2.0609,1.8653,-11.44
Unidentified,"[-126.71630859375, 40.98819156349393]",13,Gibraltar,"[-5.347938537597656,36.138706516599036]",1043.69,704.85,514.86,463.67,2.1885,1.4378,1.1007,1.0131,-9.94
Illinois,"[-89.000244140625,40.10328591293439]",19,Chile,"[-71.3671875,-35.46066995149529]",1040.74,867.36,693.38,502.38,1.5718,1.2682,1.0936,0.8407,-27.55
Puerto Rico,"[-66.533203125,18.2397859708389]",11,France,"[2.28515625,47.15984001304432]",1039.15,766.31,656.86,479.04,5.2046,3.7785,3.2551,2.4089,-27.07
Pennsylvania,"[-78.28857421875,41.09591205639546]",8,Belgium,"[4.7515869140625,50.73297844827752]",1038.63,1214.93,1289.02,1257.7,2.5221,3.0064,3.2685,3.4472,-2.43
Indiana,"[-86.15478515625,39.85072092501597]",6,United Kingdom,"[-2.0654296875,54.16243396806779]",1037.72,1196.97,1237.55,1419.42,3.0328,3.3633,3.6593,4.0959,14.7
Ohio,"[-82.6611328125,40.40513069752789]",9,"Korea, South","[128.056640625,36.527294814546245]",1032.62,955.65,1065.31,879.31,2.0228,1.8154,2.0825,1.7836,-17.46
Louisiana,"[-92.26318359375,30.968189296794247]",18,Argentina,"[-63.984375,-35.6037187406973]",1032.43,1271.14,957.92,676.79,1.6324,1.9625,1.9676,1.3978,-29.35
Tennessee,"[-85.98175048828124, 35.980228800645676]",6,Netherlands,"[5.537109374999999,52.02545860348814]",1031.23,1023.73,1124.8,1088.9,3.1756,3.0788,3.4516,3.4642,-3.19
Indiana,"[-86.15478515625,39.85072092501597]",14,Brazil,"[-51.240234375,-9.44906182688142]",1027.24,807.38,574.4,458.01,3.0022,2.2686,1.6985,1.3216,-20.26
Kentucky,"[-85.26489257812499,37.501010429493284]",3,France,"[2.28515625,47.15984001304432]",1020.44,1977.33,1773.76,2832.65,4.0156,7.1236,6.4165,9.7011,59.7
Louisiana,"[-92.26318359375,30.968189296794247]",22,Germany,"[10.17333984375,51.12421275782688]",1014.96,944.57,995.74,639.86,1.6048,1.4583,2.0452,1.3215,-35.74
Tennessee,"[-85.98175048828124, 35.980228800645676]",7,Singapore,"[103.84552001953125,1.3154972002419345]",1004.03,980.84,976.16,1073.21,3.0918,2.9498,2.9955,3.4143,9.94
Puerto Rico,"[-66.533203125,18.2397859708389]",6,Canada,"[-105.64453124999999,57.61010702068388]",1003.76,1016.65,729.45,969.68,5.0274,5.0129,3.6148,4.876,32.93
North Carolina,"[-79.530029296875,35.55010533588552]",7,France,"[2.28515625,47.15984001304432]",1000.42,1137.69,1132.57,1184.02,3.4089,3.6209,3.75,3.9256,4.54
Maryland,"[-76.83425903320312,39.470125122358176]",3,Saudi Arabia,"[46.23046874999999,24.206889622398023]",999.04,915.05,787.86,557.53,8.5048,7.483,7.838,5.7726,-29.23
North Carolina,"[-79.530029296875,35.55010533588552]",8,Germany,"[10.17333984375,51.12421275782688]",998.44,1005.35,1002.06,998.88,3.4022,3.1997,3.3179,3.3118,-0.32
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",0,World,,997.44,1405.3,149.3,301.21,0.0632,0.0866,0.0099,0.0208,101.75
Oregon,"[-120.21240234375001,43.76315996157264]",6,"Korea, South","[128.056640625,36.527294814546245]",994.86,1234.21,1050.79,1124.72,5.3391,5.9085,5.2315,5.1705,7.04
Virginia,"[-78.62091064453125, 37.67077737288316]",4,United Kingdom,"[-2.0654296875,54.16243396806779]",990.51,970.98,1040.15,894.82,5.5348,5.0074,5.8431,5.4853,-13.97
Iowa,"[-93.55957031249999,42.05745022024682]",3,Japan,"[138.8671875,36.4566360115962]",980.03,1177.72,1130.56,1102.59,7.0489,7.7935,8.5431,9.1007,-2.47
Illinois,"[-89.000244140625,40.10328591293439]",23,South Africa,"[24.0380859375,-28.478348692223175]",947.88,1043.88,672.62,431.12,1.4316,1.5263,1.0609,0.7214,-35.9
Wisconsin,"[-89.77203369140625, 44.70575417971902]",4,Japan,"[138.8671875,36.4566360115962]",933.8,895.93,815.13,862.02,4.0406,3.8246,3.6328,4.1007,5.75
New York,"[-75.706787109375,42.771211138625894]",19,Australia,"[134.560546875,-25.641526373065755]",932.41,1126.89,602.86,701.88,1.0791,1.2685,0.7252,0.9149,16.42
New Jersey,"[-74.48181152343749,40.136890695345905]",12,United Arab Emirates,"[54.4921875,23.75518176611264]",929.29,1016.11,874.28,814.32,2.5382,2.7773,2.7267,2.6081,-6.86
Tennessee,"[-85.98175048828124, 35.980228800645676]",11,Australia,"[134.560546875,-25.641526373065755]",925.09,858.33,905.35,719.65,2.8487,2.5814,2.7782,2.2895,-20.51
Florida,"[-81.947021484375,28.87353946316266]",23,Guatemala,"[-90.3570556640625,15.554252501699544]",922.27,904.97,922.08,849.63,1.5249,1.5486,1.7107,1.6324,-7.86
Illinois,"[-89.000244140625,40.10328591293439]",16,Taiwan,"[120.9375,23.725011735951796]",919.16,928.44,625.16,692.48,1.3882,1.3575,0.986,1.1588,10.77
Colorado,"[-105.677490234375,39.198205348894795]",2,Mexico,"[-102.3046875,23.926013033021192]",917.25,1069.06,1077.44,1069.41,10.7343,12.7821,13.5521,14.1078,-0.75
Connecticut,"[-72.6800537109375,41.67086022030498]",7,China,"[106.435546875,34.23451236236987]",912.51,907.26,1028.88,798.36,5.5551,5.6836,6.7501,5.5464,-22.4
Illinois,"[-89.000244140625,40.10328591293439]",11,"Korea, South","[128.056640625,36.527294814546245]",912.22,956.39,1100.72,1232.12,1.3777,1.3984,1.7361,2.0618,11.94
Delaware,"[-75.45135498046875,38.982897808179985]",10,Belgium,"[4.7515869140625,50.73297844827752]",908.28,869.38,131.76,140.12,17.0496,16.5048,2.4365,3.0916,6.34
Kentucky,"[-85.26489257812499,37.501010429493284]",8,Germany,"[10.17333984375,51.12421275782688]",906.51,934.56,945.31,999.52,3.5673,3.3669,3.4196,3.4231,5.74
Florida,"[-81.947021484375,28.87353946316266]",19,Netherlands,"[5.537109374999999,52.02545860348814]",904.77,996.57,852.29,962.13,1.4959,1.7053,1.5813,1.8485,12.89
Massachusetts,"[-72.0703125,42.32606244456202]",9,"Korea, South","[128.056640625,36.527294814546245]",902.23,987.41,1005.11,978.81,3.365,3.6058,3.9743,3.7804,-2.62
North Carolina,"[-79.530029296875,35.55010533588552]",6,United Kingdom,"[-2.0654296875,54.16243396806779]",898.54,1015.58,1009.57,1455.02,3.0618,3.2323,3.3427,4.8241,44.12
Tennessee,"[-85.98175048828124, 35.980228800645676]",8,United Kingdom,"[-2.0654296875,54.16243396806779]",885.99,921.25,955.92,954.92,2.7283,2.7706,2.9333,3.038,-0.1
Ohio,"[-82.6611328125,40.40513069752789]",14,Saudi Arabia,"[46.23046874999999,24.206889622398023]",885.55,533.43,331.86,569.22,1.7347,1.0133,0.6487,1.1546,71.53
Kansas,"[-98.19580078125,38.53957267203905]",3,Japan,"[138.8671875,36.4566360115962]",880.37,827.98,709.96,806.81,7.0661,6.8873,6.6412,7.9244,13.64
Arkansas,"[-92.28515625,35.06597313798418]",3,Mexico,"[-102.3046875,23.926013033021192]",877.69,754.24,843.82,684.75,12.2568,10.9848,14.3765,11.9974,-18.85
Arizona,"[-112.093505859375,33.44977658311846]",5,United Kingdom,"[-2.0654296875,54.16243396806779]",875.01,1101.06,1066.38,857.75,4.4922,5.1821,4.707,3.896,-19.56
Indiana,"[-86.15478515625,39.85072092501597]",12,"Korea, South","[128.056640625,36.527294814546245]",873.95,933.57,693.14,566.46,2.5542,2.6232,2.0496,1.6346,-18.28
New Jersey,"[-74.48181152343749,40.136890695345905]",8,France,"[2.28515625,47.15984001304432]",867.19,1140.38,1056.39,1210.87,2.3686,3.1169,3.2947,3.8782,14.62
New Jersey,"[-74.48181152343749,40.136890695345905]",20,Israel,"[34.87060546875,31.09998179374943]",860.77,741.5,776.14,412.29,2.3511,2.0267,2.4206,1.3205,-46.88
Louisiana,"[-92.26318359375,30.968189296794247]",20,Spain,"[-3.076171875,40.27952566881291]",860.32,939.61,859.67,655.53,1.3603,1.4507,1.7658,1.3539,-23.75
Arizona,"[-112.093505859375,33.44977658311846]",7,Japan,"[138.8671875,36.4566360115962]",856.04,663.04,545.16,635.77,4.3948,3.1206,2.4063,2.8877,16.62
New York,"[-75.706787109375,42.771211138625894]",17,Italy,"[13.0078125,42.5530802889558]",851.17,1024.55,1016.59,907.8,0.9851,1.1533,1.2228,1.1833,-10.7
Missouri,"[-92.515869140625,38.151837403006766]",3,China,"[106.435546875,34.23451236236987]",849.75,876.8,876.43,864.06,6.5576,6.1792,6.4218,6.2008,-1.41
New Jersey,"[-74.48181152343749,40.136890695345905]",13,Hong Kong,"[114.13970947265625,22.403410892712124]",846.54,1217.11,1001.98,805.22,2.3122,3.3266,3.125,2.579,-19.64
Indiana,"[-86.15478515625,39.85072092501597]",8,Italy,"[13.0078125,42.5530802889558]",846.05,839.25,1124.06,1191.98,2.4727,2.3582,3.3238,3.4396,6.04
Ohio,"[-82.6611328125,40.40513069752789]",11,Australia,"[134.560546875,-25.641526373065755]",845.92,819.29,791.26,686.77,1.6571,1.5564,1.5467,1.3931,-13.21
New York,"[-75.706787109375,42.771211138625894]",22,Thailand,"[101.35986328125,15.813395760460585]",845.83,501.93,521.13,480.52,0.9789,0.565,0.6269,0.6263,-7.79
Utah,"[-111.6046142578125, 39.24501680713314]",16,Thailand,"[101.35986328125,15.813395760460585]",835.35,532.95,147.61,129.45,5.1849,4.3598,1.1092,1.0718,-12.3
New York,"[-75.706787109375,42.771211138625894]",18,Brazil,"[-51.240234375,-9.44906182688142]",832.83,740.51,623.51,887.79,0.9638,0.8336,0.75,1.1572,42.39
Unidentified,"[-126.71630859375, 40.98819156349393]",6,France,"[2.28515625,47.15984001304432]",832.25,786.18,734.98,721.05,1.7452,1.6037,1.5713,1.5754,-1.9
Washington,"[-120.1080322265625, 48.011975126709956]",9,Netherlands,"[5.537109374999999,52.02545860348814]",831.26,889.55,1679.04,2172.59,1.0183,0.9823,1.9438,2.7308,29.4
Oregon,"[-120.21240234375001,43.76315996157264]",7,Taiwan,"[120.9375,23.725011735951796]",824.9,981.29,838.84,815.61,4.427,4.6977,4.1763,3.7495,-2.77
Massachusetts,"[-72.0703125,42.32606244456202]",12,Taiwan,"[120.9375,23.725011735951796]",824.01,654.12,686.84,656.7,3.0733,2.3887,2.7159,2.5363,-4.39
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",0,Top 25,,823.7,1028.68,121.07,298.95,82.5815,73.1998,81.0953,99.2519,146.92
Louisiana,"[-92.26318359375,30.968189296794247]",12,Chile,"[-71.3671875,-35.46066995149529]",821.9,979.33,914.16,945.35,1.2995,1.512,1.8777,1.9524,3.41
Kentucky,"[-85.26489257812499,37.501010429493284]",11,Singapore,"[103.84552001953125,1.3154972002419345]",811.5,757.65,869.2,772.3,3.1934,2.7295,3.1443,2.6449,-11.15
Michigan,"[-84.638671875,44.84029065139799]",10,Belgium,"[4.7515869140625,50.73297844827752]",811.46,663.77,686.96,725.17,1.3661,1.1529,1.2732,1.3254,5.56
Georgia,"[-83.419189453125,32.99023555965106]",8,"Korea, South","[128.056640625,36.527294814546245]",806.79,1243.51,846.56,980.68,2.147,3.1551,2.1934,2.7513,15.84
New Jersey,"[-74.48181152343749,40.136890695345905]",21,Turkey,"[35.859375,39.36827914916014]",803.07,688.07,396.94,363.07,2.1935,1.8806,1.238,1.1628,-8.53
New Mexico,"[-105.97412109375,34.32529192442733]",1,Mexico,"[-102.3046875,23.926013033021192]",800.91,1547.96,1683.31,1557.43,29.3787,40.7187,44.5172,42.8853,-7.48
Massachusetts,"[-72.0703125,42.32606244456202]",15,Belgium,"[4.7515869140625,50.73297844827752]",800.89,598.71,602.37,511.19,2.987,2.1863,2.3818,1.9743,-15.14
North Carolina,"[-79.530029296875,35.55010533588552]",12,Belgium,"[4.7515869140625,50.73297844827752]",799.95,884.89,781.93,691.75,2.7258,2.8163,2.589,2.2935,-11.53
North Carolina,"[-79.530029296875,35.55010533588552]",4,Saudi Arabia,"[46.23046874999999,24.206889622398023]",798.13,1224.95,1427.3,1610.92,2.7196,3.8986,4.7259,5.341,12.86
Kentucky,"[-85.26489257812499,37.501010429493284]",10,Hong Kong,"[114.13970947265625,22.403410892712124]",792.74,773.52,683.9,852.65,3.1196,2.7867,2.4739,2.9201,24.68
Georgia,"[-83.419189453125,32.99023555965106]",13,United Arab Emirates,"[54.4921875,23.75518176611264]",790.88,703.56,743.17,727.87,2.1046,1.7851,1.9255,2.042,-2.06
Virginia,"[-78.62091064453125, 37.67077737288316]",5,Germany,"[10.17333984375,51.12421275782688]",790.01,856.27,843.72,819.29,4.4144,4.4159,4.7397,5.0223,-2.9
New Mexico,"[-105.97412109375,34.32529192442733]",2,Israel,"[34.87060546875,31.09998179374943]",788.48,811.53,1082.89,508.05,28.9229,21.3469,28.6385,13.9895,-53.08
Michigan,"[-84.638671875,44.84029065139799]",18,Saudi Arabia,"[46.23046874999999,24.206889622398023]",779.81,499.93,380.08,301.08,1.3128,0.8683,0.7045,0.5503,-20.78
Michigan,"[-84.638671875,44.84029065139799]",6,Brazil,"[-51.240234375,-9.44906182688142]",777.57,717.16,819.3,1014.95,1.309,1.2457,1.5185,1.855,23.88
North Carolina,"[-79.530029296875,35.55010533588552]",11,Hong Kong,"[114.13970947265625,22.403410892712124]",773.57,926.9,774.82,727.15,2.6359,2.95,2.5655,2.4109,-6.15
Georgia,"[-83.419189453125,32.99023555965106]",12,Australia,"[134.560546875,-25.641526373065755]",773.25,858.25,948.34,733.44,2.0577,2.1776,2.4571,2.0577,-22.66
New York,"[-75.706787109375,42.771211138625894]",20,Taiwan,"[120.9375,23.725011735951796]",763.26,843.72,1048.13,637.37,0.8833,0.9498,1.2608,0.8308,-39.19
New York,"[-75.706787109375,42.771211138625894]",21,Turkey,"[35.859375,39.36827914916014]",761.05,738.63,582.76,563.56,0.8808,0.8315,0.701,0.7346,-3.3
Minnesota,"[-94.02099609375,46.30899569419859]",6,Germany,"[10.17333984375,51.12421275782688]",760.61,746.05,835.43,763,3.6638,3.4866,4.1738,3.9735,-8.67
North Carolina,"[-79.530029296875,35.55010533588552]",9,Honduras,"[-86.824951171875,14.753635331540442]",760.42,840.36,861.24,840.64,2.5911,2.6746,2.8516,2.7872,-2.39
Georgia,"[-83.419189453125,32.99023555965106]",10,Netherlands,"[5.537109374999999,52.02545860348814]",757.89,848.6,810.66,760.96,2.0168,2.1531,2.1004,2.1349,-6.13
Ohio,"[-82.6611328125,40.40513069752789]",12,Netherlands,"[5.537109374999999,52.02545860348814]",757.83,783.06,657.59,671.9,1.4845,1.4875,1.2854,1.3629,2.18
Tennessee,"[-85.98175048828124, 35.980228800645676]",12,Brazil,"[-51.240234375,-9.44906182688142]",749.77,832.93,732.49,492.92,2.3089,2.505,2.2477,1.5682,-32.71
Delaware,"[-75.45135498046875,38.982897808179985]",2,Canada,"[-105.64453124999999,57.61010702068388]",748.16,627.78,579.48,544.2,14.0439,11.9181,10.7155,12.0068,-6.09
South Carolina,"[-80.9197998046875, 33.904616008362325]",7,Australia,"[134.560546875,-25.641526373065755]",747.61,874.31,796.05,791.89,2.8382,2.9366,2.5688,2.5282,-0.52
Illinois,"[-89.000244140625,40.10328591293439]",12,Hong Kong,"[114.13970947265625,22.403410892712124]",747.39,980.79,1158.59,1199.74,1.1288,1.434,1.8274,2.0077,3.55
Kentucky,"[-85.26489257812499,37.501010429493284]",15,Saudi Arabia,"[46.23046874999999,24.206889622398023]",746.48,796.96,433.87,426.69,2.9375,2.8712,1.5695,1.4613,-1.65
North Carolina,"[-79.530029296875,35.55010533588552]",17,Brazil,"[-51.240234375,-9.44906182688142]",743.66,666.06,565.42,437.06,2.534,2.1199,1.8721,1.4491,-22.7
Louisiana,"[-92.26318359375,30.968189296794247]",9,Peru,"[-75.1904296875,-10.09867012060338]",742.06,840.35,649.96,1042.81,1.1733,1.2974,1.335,2.1537,60.44
Unidentified,"[-126.71630859375, 40.98819156349393]",7,China,"[106.435546875,34.23451236236987]",740.11,745.12,677.62,690.14,1.552,1.5199,1.4487,1.5079,1.85
Arizona,"[-112.093505859375,33.44977658311846]",6,Germany,"[10.17333984375,51.12421275782688]",739.33,753.09,829.95,726.49,3.7956,3.5444,3.6634,3.2998,-12.47
Unidentified,"[-126.71630859375, 40.98819156349393]",9,Singapore,"[103.84552001953125,1.3154972002419345]",734.01,721.03,614.28,606.09,1.5392,1.4708,1.3132,1.3243,-1.33
Michigan,"[-84.638671875,44.84029065139799]",9,United Kingdom,"[-2.0654296875,54.16243396806779]",732.49,746.98,778.17,877.84,1.2331,1.2974,1.4423,1.6044,12.81
New Jersey,"[-74.48181152343749,40.136890695345905]",18,Brazil,"[-51.240234375,-9.44906182688142]",732.13,648.47,500.7,483.68,1.9997,1.7724,1.5616,1.5491,-3.4
Tennessee,"[-85.98175048828124, 35.980228800645676]",9,Germany,"[10.17333984375,51.12421275782688]",730.88,806.66,921.26,949.13,2.2507,2.426,2.827,3.0196,3.03
Louisiana,"[-92.26318359375,30.968189296794247]",19,Dominican Republic,"[-70.18615722656249,18.92707243132612]",730.48,804.09,746.7,667.32,1.155,1.2415,1.5337,1.3782,-10.63
Unidentified,"[-126.71630859375, 40.98819156349393]",10,Hong Kong,"[114.13970947265625,22.403410892712124]",727.45,641.46,557.8,545.49,1.5254,1.3085,1.1925,1.1919,-2.21
Minnesota,"[-94.02099609375,46.30899569419859]",7,Belgium,"[4.7515869140625,50.73297844827752]",721.39,893.15,825.69,732.83,3.4749,4.1741,4.1251,3.8163,-11.25
North Carolina,"[-79.530029296875,35.55010533588552]",10,Netherlands,"[5.537109374999999,52.02545860348814]",715.18,789.32,724.99,757.77,2.437,2.5121,2.4005,2.5124,4.52
West Virginia,"[-80.71380615234375, 38.732661120482334]",5,Netherlands,"[5.537109374999999,52.02545860348814]",714.53,613.56,401.18,252.68,8.1831,8.0764,6.8776,5.0082,-37.01
Illinois,"[-89.000244140625,40.10328591293439]",17,Saudi Arabia,"[46.23046874999999,24.206889622398023]",710.63,909.74,913.67,657.15,1.0733,1.3301,1.4411,1.0997,-28.08
Puerto Rico,"[-66.533203125,18.2397859708389]",8,China,"[106.435546875,34.23451236236987]",705.59,941.91,823.31,677.88,3.534,4.6444,4.0799,3.4087,-17.66
Alaska,"[-151.611328125,65.25670649344259]",3,"Korea, South","[128.056640625,36.527294814546245]",705.25,672.74,733.19,731.63,15.5759,13.1623,15.871,16.8288,-0.21
Wisconsin,"[-89.77203369140625, 44.70575417971902]",6,Germany,"[10.17333984375,51.12421275782688]",701.33,731.47,701.22,625.13,3.0347,3.1225,3.1251,2.9738,-10.85
Illinois,"[-89.000244140625,40.10328591293439]",15,India,"[78.662109375,22.228090416784486]",696.02,647.38,701.63,724.65,1.0512,0.9465,1.1066,1.2126,3.28
South Dakota,"[-100.162353515625, 44.861709529639704]",1,Canada,"[-105.64453124999999,57.61010702068388]",694.06,696.7,526.21,454.35,43.8681,44.1624,37.0574,37.1399,-13.66
Connecticut,"[-72.6800537109375,41.67086022030498]",6,United Kingdom,"[-2.0654296875,54.16243396806779]",693.8,721.38,885.38,893.21,4.2236,4.5191,5.8087,6.2053,0.88
North Carolina,"[-79.530029296875,35.55010533588552]",13,"Korea, South","[128.056640625,36.527294814546245]",691.62,652.09,629.08,534.7,2.3567,2.0754,2.0829,1.7728,-15
Alabama,"[-86.3092803955078,32.36662317982762]",5,United Kingdom,"[-2.0654296875,54.16243396806779]",691.53,600.45,609.74,558.21,3.5828,3.0871,3.1547,2.7334,-8.45
Tennessee,"[-85.98175048828124, 35.980228800645676]",10,"Korea, South","[128.056640625,36.527294814546245]",689.84,745.91,794.79,771.86,2.1243,2.2433,2.4389,2.4556,-2.88
Alaska,"[-151.611328125,65.25670649344259]",2,Japan,"[138.8671875,36.4566360115962]",688.03,1014.54,964.12,815.69,15.1956,19.8495,20.8698,18.7623,-15.4
Kentucky,"[-85.26489257812499,37.501010429493284]",9,Netherlands,"[5.537109374999999,52.02545860348814]",687.58,854.77,942.41,971.42,2.7058,3.0794,3.4091,3.3269,3.08
Alabama,"[-86.3092803955078,32.36662317982762]",6,Japan,"[138.8671875,36.4566360115962]",685.69,593.05,519.44,525.68,3.5526,3.049,2.6875,2.5741,1.2
Arkansas,"[-92.28515625,35.06597313798418]",5,China,"[106.435546875,34.23451236236987]",683.49,436.88,202.61,274.65,9.5449,6.3627,3.4519,4.8122,35.56
Georgia,"[-83.419189453125,32.99023555965106]",11,Belgium,"[4.7515869140625,50.73297844827752]",683.43,783.52,744.24,746.49,1.8187,1.988,1.9283,2.0943,0.3
Ohio,"[-82.6611328125,40.40513069752789]",10,United Arab Emirates,"[54.4921875,23.75518176611264]",680.72,575.03,499.94,830.17,1.3335,1.0924,0.9773,1.684,66.05
Iowa,"[-93.55957031249999,42.05745022024682]",5,Germany,"[10.17333984375,51.12421275782688]",678.96,493.91,493.3,431.89,4.8834,3.2684,3.7277,3.5648,-12.45
Wisconsin,"[-89.77203369140625, 44.70575417971902]",5,United Kingdom,"[-2.0654296875,54.16243396806779]",678.77,848.99,825.28,813.33,2.9371,3.6242,3.678,3.8691,-1.45
Louisiana,"[-92.26318359375,30.968189296794247]",24,Guatemala,"[-90.3570556640625,15.554252501699544]",676.12,976.89,730.09,633.15,1.069,1.5082,1.4996,1.3077,-13.28
Wisconsin,"[-89.77203369140625, 44.70575417971902]",7,Australia,"[134.560546875,-25.641526373065755]",675.96,604.91,584.56,558.08,2.9249,2.5823,2.6052,2.6549,-4.53
Illinois,"[-89.000244140625,40.10328591293439]",22,Peru,"[-75.1904296875,-10.09867012060338]",672.88,423.88,320.2,435.3,1.0162,0.6198,0.505,0.7284,35.95
