statename,coor1,rank,countryd,coor2,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Maine,"[-69.27978515625,45.40616374516014]",18,Brazil,"[-51.240234375,-9.44906182688142]",25.67,30.12,18.29,20.77,0.9553,1.0714,0.6618,0.7223,13.56
Vermont,"[-72.740478515625, 44.03824429423549]",17,Italy,"[13.0078125,42.5530802889558]",25.2,22.77,22.6,15.8,0.6258,0.6204,0.7102,0.5285,-30.07
North Dakota,"[-100.43701171875,47.4355191531953]",16,Spain,"[-3.076171875,40.27952566881291]",25.06,21.87,19.77,13.71,0.5694,0.3967,0.491,0.258,-30.67
Nevada,"[-116.8505859375,39.45316112807394]",22,United Arab Emirates,"[54.4921875,23.75518176611264]",25.02,27.31,41.75,48.66,0.2876,0.355,0.4817,0.4984,16.57
Montana,"[-109.2041015625,47.07012182383309]",11,Netherlands,"[5.537109374999999,52.02545860348814]",24.96,28.29,28.84,16.64,1.6573,1.8315,2.0541,1.2236,-42.3
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",5,Netherlands,"[5.537109374999999,52.02545860348814]",24.91,81.39,3.8,21.33,2.4975,5.7913,2.5443,7.0824,461.59
Alaska,"[-151.611328125,65.25670649344259]",21,Hong Kong,"[114.13970947265625,22.403410892712124]",23.91,17.99,11.29,12.7,0.5281,0.3519,0.2443,0.2922,12.57
South Dakota,"[-100.162353515625, 44.861709529639704]",22,Brazil,"[-51.240234375,-9.44906182688142]",23.71,20.54,6.5,5.51,1.4985,1.3022,0.4574,0.4506,-15.14
North Dakota,"[-100.43701171875,47.4355191531953]",8,China,"[106.435546875,34.23451236236987]",23.53,49.96,16.86,22.05,0.5346,0.9062,0.4188,0.4149,30.72
Wyoming,"[-107.54791259765625, 43.53660274231031]",5,United Kingdom,"[-2.0654296875,54.16243396806779]",23.47,45.22,52.54,45.58,1.7374,2.5735,4.4712,4.1503,-13.25
Wisconsin,"[-89.77203369140625, 44.70575417971902]",21,Kuwait,"[47.559814453125,29.358239465729348]",23.35,20.47,57.69,165.15,0.101,0.0874,0.2571,0.7857,186.28
New Mexico,"[-105.97412109375,34.32529192442733]",10,Singapore,"[103.84552001953125,1.3154972002419345]",23.3,27.88,21.59,42.53,0.8546,0.7333,0.5709,1.171,97
Maryland,"[-76.83425903320312,39.470125122358176]",10,Algeria,"[3.6474609374999996,28.459033019728043]",23.17,83.18,201.56,372.39,0.1972,0.6803,2.0052,3.8557,84.76
Idaho,"[-114.521484375,44.37098696297173]",21,Chile,"[-71.3671875,-35.46066995149529]",23.03,23.58,19.94,17.6,0.3978,0.4589,0.4643,0.361,-11.72
North Dakota,"[-100.43701171875,47.4355191531953]",4,Czech Republic,"[15.380859374999998,49.82380908513249]",22.84,23.02,69.78,62.92,0.5188,0.4175,1.7329,1.1842,-9.83
Vermont,"[-72.740478515625, 44.03824429423549]",19,Ireland,"[-7.745361328125,53.225768435790194]",22.76,26.59,14.99,13.74,0.5652,0.7247,0.4713,0.4594,-8.39
Nebraska,"[-99.7998046875,41.812267143599804]",23,United Arab Emirates,"[54.4921875,23.75518176611264]",22.66,22.93,22.09,36.38,0.3066,0.2906,0.3315,0.5701,64.67
Rhode Island,"[-71.575927734375,41.668808555620586]",21,Costa Rica,"[-83.682861328125,9.893098633379584]",22.31,22.26,17.23,21.12,1.0308,0.9321,0.8077,0.9272,22.61
North Dakota,"[-100.43701171875,47.4355191531953]",20,Ukraine,"[31.772460937500004,49.210420445650286]",22.15,14.81,4.76,10.43,0.5033,0.2687,0.1183,0.1962,118.84
North Dakota,"[-100.43701171875,47.4355191531953]",9,Russia,"[97.03125,61.77312286453146]",21.7,16.93,5.72,21.14,0.493,0.3071,0.142,0.3979,269.82
Rhode Island,"[-71.575927734375,41.668808555620586]",12,Ireland,"[-7.745361328125,53.225768435790194]",21.38,70.98,92.8,54.82,0.9881,2.9717,4.3515,2.4068,-40.93
Montana,"[-109.2041015625,47.07012182383309]",10,United Kingdom,"[-2.0654296875,54.16243396806779]",21.31,21.63,24.25,19.28,1.4154,1.4003,1.7273,1.4173,-20.52
New Mexico,"[-105.97412109375,34.32529192442733]",13,"Korea, South","[128.056640625,36.527294814546245]",21.23,41.75,21.4,35.5,0.7788,1.0981,0.5658,0.9776,65.94
South Carolina,"[-80.9197998046875, 33.904616008362325]",22,Norway,"[8.6572265625,61.3546135846894]",20.99,51.35,10.95,295.26,0.0797,0.1725,0.0354,0.9427,2595.25
Hawaii,"[-155.56640625,19.68397023588844]",4,Canada,"[-105.64453124999999,57.61010702068388]",20.86,26.98,29.79,66.21,3.4834,1.8639,1.571,8.3229,122.24
Vermont,"[-72.740478515625, 44.03824429423549]",24,Luxembourg,"[6.12213134765625,49.777716951563754]",20.75,8.76,6.84,8.39,0.5154,0.2387,0.2149,0.2806,22.71
Indiana,"[-86.15478515625,39.85072092501597]",17,Afghanistan,"[67.12646484375,34.470335121217474]",20.7,9.21,67.9,326.23,0.0605,0.0259,0.2008,0.9414,380.45
New Hampshire,"[-71.575927734375,43.68773584519811]",22,Spain,"[-3.076171875,40.27952566881291]",20.63,34.39,37.43,40.26,0.5875,0.8125,0.9355,0.9718,7.55
Nebraska,"[-99.7998046875,41.812267143599804]",24,Dominican Republic,"[-70.18615722656249,18.92707243132612]",20.57,33.42,37.51,30.09,0.2782,0.4236,0.5629,0.4716,-19.79
Vermont,"[-72.740478515625, 44.03824429423549]",16,Belgium,"[4.7515869140625,50.73297844827752]",20.43,20,18.25,20.58,0.5074,0.5451,0.5737,0.6884,12.76
Hawaii,"[-155.56640625,19.68397023588844]",22,Netherlands,"[5.537109374999999,52.02545860348814]",20.4,3.15,2.14,2.06,3.4069,0.2174,0.1127,0.2587,-3.7
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",9,Colombia,"[-73.037109375,3.8204080831949407]",20.34,1.37,0.38,10.24,2.0389,0.0975,0.2545,3.3986,2593.89
Montana,"[-109.2041015625,47.07012182383309]",18,Singapore,"[103.84552001953125,1.3154972002419345]",20.15,20.77,25.52,10.12,1.3381,1.3444,1.8173,0.7441,-60.34
New Mexico,"[-105.97412109375,34.32529192442733]",11,India,"[78.662109375,22.228090416784486]",19.93,25.72,23.78,37.84,0.731,0.6766,0.6289,1.042,59.12
Delaware,"[-75.45135498046875,38.982897808179985]",12,Australia,"[134.560546875,-25.641526373065755]",19.28,13.45,12.39,104.74,0.3619,0.2554,0.2292,2.3109,745.04
Wyoming,"[-107.54791259765625, 43.53660274231031]",21,Colombia,"[-73.037109375,3.8204080831949407]",19.28,40.66,24.2,14.66,1.4275,2.3136,2.0595,1.3348,-39.43
New Hampshire,"[-71.575927734375,43.68773584519811]",9,Ireland,"[-7.745361328125,53.225768435790194]",19.15,50.45,147.53,159.36,0.5454,1.1918,3.687,3.8464,8.02
Idaho,"[-114.521484375,44.37098696297173]",16,India,"[78.662109375,22.228090416784486]",18.93,14.01,27.79,33.9,0.3269,0.2727,0.6472,0.6952,21.98
North Dakota,"[-100.43701171875,47.4355191531953]",13,"Korea, South","[128.056640625,36.527294814546245]",18.61,31.43,19.79,18.32,0.4228,0.5701,0.4915,0.3447,-7.46
North Dakota,"[-100.43701171875,47.4355191531953]",19,South Africa,"[24.0380859375,-28.478348692223175]",18.43,15.5,12.95,10.78,0.4186,0.2811,0.3216,0.2028,-16.78
Maine,"[-69.27978515625,45.40616374516014]",7,Taiwan,"[120.9375,23.725011735951796]",18.3,19.26,47.19,61.54,0.6812,0.6852,1.7078,2.1403,30.41
Wyoming,"[-107.54791259765625, 43.53660274231031]",20,South Africa,"[24.0380859375,-28.478348692223175]",18.04,14.83,16.52,15.45,1.3357,0.8438,1.406,1.4067,-6.49
North Dakota,"[-100.43701171875,47.4355191531953]",24,France,"[2.28515625,47.15984001304432]",17.99,19.58,10.15,7.96,0.4087,0.3551,0.252,0.1498,-21.56
Arkansas,"[-92.28515625,35.06597313798418]",22,Denmark,"[9.667968749999998,55.986091533808384]",17.97,81.98,15.43,54.4,0.251,1.194,0.263,0.9531,252.46
New Hampshire,"[-71.575927734375,43.68773584519811]",23,Philippines,"[122.87109375,11.39387923296741]",17.9,21.27,20.08,38.75,0.5099,0.5025,0.5018,0.9353,93
Wyoming,"[-107.54791259765625, 43.53660274231031]",14,Argentina,"[-63.984375,-35.6037187406973]",17.84,18.55,18.57,26.27,1.321,1.0557,1.5805,2.3926,41.47
Rhode Island,"[-71.575927734375,41.668808555620586]",24,Netherlands,"[5.537109374999999,52.02545860348814]",17.83,15.47,19.89,17.49,0.824,0.6478,0.9326,0.7677,-12.08
District of Colombia,"[-92.33339309692383,38.95193338118615]",21,Germany,"[10.17333984375,51.12421275782688]",17.64,6.06,5.09,3.51,0.6514,0.645,0.4676,0.264,-30.97
Wyoming,"[-107.54791259765625, 43.53660274231031]",23,United Arab Emirates,"[54.4921875,23.75518176611264]",17.51,24.09,22.93,12.14,1.2968,1.3711,1.9512,1.1053,-47.06
South Dakota,"[-100.162353515625, 44.861709529639704]",11,Hong Kong,"[114.13970947265625,22.403410892712124]",17.5,12.65,16.35,14.9,1.1059,0.8016,1.1514,1.2181,-8.85
South Dakota,"[-100.162353515625, 44.861709529639704]",10,Germany,"[10.17333984375,51.12421275782688]",17.44,18.65,15.47,15.86,1.1025,1.1825,1.0898,1.2967,2.51
Alaska,"[-151.611328125,65.25670649344259]",23,Denmark,"[9.667968749999998,55.986091533808384]",17.32,14.04,13.68,10.38,0.3825,0.2746,0.2962,0.2387,-24.15
Rhode Island,"[-71.575927734375,41.668808555620586]",23,Austria,"[14.820556640625,47.57652571374621]",17.31,19.74,17.02,17.63,0.8,0.8267,0.7978,0.7742,3.64
Delaware,"[-75.45135498046875,38.982897808179985]",21,Qatar,"[51.2127685546875,25.304303764403617]",17.01,15.9,40.57,51.2,0.3193,0.3018,0.7503,1.1296,26.19
Maine,"[-69.27978515625,45.40616374516014]",23,Finland,"[26.323242187499996,62.95522304515911]",16.7,20.96,15.7,13,0.6215,0.7456,0.5684,0.4521,-17.23
Delaware,"[-75.45135498046875,38.982897808179985]",19,Thailand,"[101.35986328125,15.813395760460585]",16.67,12.08,47.71,57.16,0.3129,0.2293,0.8823,1.2612,19.81
Idaho,"[-114.521484375,44.37098696297173]",18,Spain,"[-3.076171875,40.27952566881291]",16.65,20.54,21.82,26.47,0.2876,0.3999,0.5081,0.5427,21.28
Montana,"[-109.2041015625,47.07012182383309]",14,Italy,"[13.0078125,42.5530802889558]",16.54,10.71,17.84,13.21,1.0986,0.693,1.2707,0.9713,-25.95
Hawaii,"[-155.56640625,19.68397023588844]",8,Hong Kong,"[114.13970947265625,22.403410892712124]",16.52,21.93,21.36,18.05,2.7597,1.5151,1.1264,2.2693,-15.49
Alaska,"[-151.611328125,65.25670649344259]",15,Taiwan,"[120.9375,23.725011735951796]",16.43,15.31,104.46,29.34,0.3629,0.2995,2.2611,0.675,-71.91
Vermont,"[-72.740478515625, 44.03824429423549]",22,India,"[78.662109375,22.228090416784486]",16.34,10.75,13.38,9.72,0.4059,0.2928,0.4205,0.3252,-27.32
South Dakota,"[-100.162353515625, 44.861709529639704]",6,"Korea, South","[128.056640625,36.527294814546245]",16.32,34.16,31.66,28.01,1.0316,2.1651,2.2296,2.29,-11.52
Idaho,"[-114.521484375,44.37098696297173]",19,Israel,"[34.87060546875,31.09998179374943]",16.28,14.86,17.41,22.14,0.2812,0.2892,0.4053,0.4539,27.18
New Mexico,"[-105.97412109375,34.32529192442733]",18,Hong Kong,"[114.13970947265625,22.403410892712124]",16.27,21.58,18.09,16.86,0.5967,0.5677,0.4785,0.4641,-6.84
Maine,"[-69.27978515625,45.40616374516014]",20,India,"[78.662109375,22.228090416784486]",16.25,13.59,15.43,18.85,0.6049,0.4833,0.5586,0.6556,22.13
Wyoming,"[-107.54791259765625, 43.53660274231031]",19,Malaysia,"[102.3486328125,3.5134210456400448]",16.18,12.02,5.67,16.2,1.1979,0.684,0.4829,1.4751,185.47
Montana,"[-109.2041015625,47.07012182383309]",20,Australia,"[134.560546875,-25.641526373065755]",15.87,12.38,7.86,10.01,1.0542,0.8014,0.5595,0.736,27.42
New Mexico,"[-105.97412109375,34.32529192442733]",17,France,"[2.28515625,47.15984001304432]",15.78,12.95,11.45,17.3,0.579,0.3406,0.3029,0.4765,51.09
New Mexico,"[-105.97412109375,34.32529192442733]",19,Thailand,"[101.35986328125,15.813395760460585]",15.52,21.46,18.55,15.27,0.5692,0.5645,0.4906,0.4205,-17.67
Montana,"[-109.2041015625,47.07012182383309]",15,Peru,"[-75.1904296875,-10.09867012060338]",15.45,7.04,12.76,12.63,1.0258,0.4559,0.9084,0.9289,-0.95
Vermont,"[-72.740478515625, 44.03824429423549]",18,Australia,"[134.560546875,-25.641526373065755]",15.26,13.23,15.19,14.67,0.379,0.3605,0.4774,0.4908,-3.4
Rhode Island,"[-71.575927734375,41.668808555620586]",18,Brazil,"[-51.240234375,-9.44906182688142]",15.24,12.54,9.08,23.27,0.7044,0.525,0.4259,1.0217,156.22
Wyoming,"[-107.54791259765625, 43.53660274231031]",12,China,"[106.435546875,34.23451236236987]",15.15,19.01,12.23,31.49,1.1219,1.0821,1.0406,2.8674,157.51
Rhode Island,"[-71.575927734375,41.668808555620586]",19,Thailand,"[101.35986328125,15.813395760460585]",14.75,14.05,18.5,22.99,0.6817,0.5881,0.8674,1.0091,24.26
Idaho,"[-114.521484375,44.37098696297173]",25,New Zealand,"[172.44140625,-42.553080288955805]",14.73,10.89,11.81,11.57,0.2544,0.2119,0.2751,0.2373,-2.03
North Dakota,"[-100.43701171875,47.4355191531953]",23,Brazil,"[-51.240234375,-9.44906182688142]",14.68,18.75,23.93,8.15,0.3335,0.3401,0.5943,0.1535,-65.92
Wyoming,"[-107.54791259765625, 43.53660274231031]",10,Vietnam,"[108.43505859374999,14.32825967774278]",14.63,20.12,15.78,32.18,1.083,1.1452,1.343,2.9308,103.95
Iowa,"[-93.55957031249999,42.05745022024682]",25,Costa Rica,"[-83.682861328125,9.893098633379584]",14.62,34.83,77.41,70.79,0.1051,0.2305,0.5849,0.5843,-8.55
Montana,"[-109.2041015625,47.07012182383309]",21,Sweden,"[17.7099609375,64.79284777557432]",13.9,10.09,7.81,9.24,0.9229,0.6534,0.5563,0.6791,18.26
Maine,"[-69.27978515625,45.40616374516014]",19,France,"[2.28515625,47.15984001304432]",13.65,10.22,20.37,18.93,0.508,0.3636,0.7373,0.6585,-7.06
District of Colombia,"[-92.33339309692383,38.95193338118615]",6,Brazil,"[-51.240234375,-9.44906182688142]",13.35,36.6,25.71,47.76,0.4932,3.8925,2.3632,3.5895,85.75
South Dakota,"[-100.162353515625, 44.861709529639704]",9,Israel,"[34.87060546875,31.09998179374943]",13.27,17.5,13.77,17.39,0.8389,1.1095,0.9699,1.4216,26.28
Delaware,"[-75.45135498046875,38.982897808179985]",15,Argentina,"[-63.984375,-35.6037187406973]",13,8.71,7.66,65.47,0.2441,0.1654,0.1416,1.4444,755.17
Delaware,"[-75.45135498046875,38.982897808179985]",22,Oman,"[56.9091796875,20.117839630491634]",12.81,17.93,43.93,49.78,0.2405,0.3404,0.8123,1.0982,13.31
District of Colombia,"[-92.33339309692383,38.95193338118615]",13,Canada,"[-105.64453124999999,57.61010702068388]",12.8,6.79,10.5,9.05,0.4729,0.7219,0.9652,0.6802,-13.82
Idaho,"[-114.521484375,44.37098696297173]",23,Italy,"[13.0078125,42.5530802889558]",12.77,9.88,8.38,12.29,0.2206,0.1922,0.1952,0.252,46.61
Rhode Island,"[-71.575927734375,41.668808555620586]",13,India,"[78.662109375,22.228090416784486]",12.71,25.61,12.38,48.93,0.5872,1.0721,0.5806,2.148,295.12
Rhode Island,"[-71.575927734375,41.668808555620586]",22,Australia,"[134.560546875,-25.641526373065755]",12.61,10.11,9.36,18.43,0.5826,0.4233,0.4389,0.8091,96.9
District of Colombia,"[-92.33339309692383,38.95193338118615]",10,United Kingdom,"[-2.0654296875,54.16243396806779]",12.57,23.45,13.96,18.21,0.4643,2.4945,1.2833,1.3684,30.41
West Virginia,"[-80.71380615234375, 38.732661120482334]",24,Switzerland,"[8.3880615234375,46.76620587423741]",12.49,37.61,38.12,22.74,0.1431,0.495,0.6535,0.4508,-40.33
Hawaii,"[-155.56640625,19.68397023588844]",19,United Kingdom,"[-2.0654296875,54.16243396806779]",12.24,3.38,5.35,4.05,2.0446,0.2336,0.2821,0.5097,-24.21
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",14,Bahamas,"[-77.90679931640625,24.499645635732882]",12.12,18.49,0,7.42,1.2149,1.3156,0,2.4644,0
District of Colombia,"[-92.33339309692383,38.95193338118615]",20,Turkey,"[35.859375,39.36827914916014]",11.8,1.82,0.91,3.63,0.4359,0.1935,0.0837,0.2726,298.3
New Mexico,"[-105.97412109375,34.32529192442733]",9,Saudi Arabia,"[46.23046874999999,24.206889622398023]",11.8,71.95,12.6,44.72,0.4327,1.8927,0.3332,1.2314,255
Utah,"[-111.6046142578125, 39.24501680713314]",22,Austria,"[14.820556640625,47.57652571374621]",11.65,10.6,46.49,58.46,0.0723,0.0867,0.3494,0.4841,25.74
Oklahoma,"[-97.49267578125,35.65729624809628]",16,Vietnam,"[108.43505859374999,14.32825967774278]",11.17,15.9,21.72,59.35,0.1614,0.2521,0.4136,1.1757,173.26
Montana,"[-109.2041015625,47.07012182383309]",16,Malaysia,"[102.3486328125,3.5134210456400448]",11.01,19.06,17.1,11.15,0.7313,1.2338,1.2178,0.8198,-34.79
Delaware,"[-75.45135498046875,38.982897808179985]",25,Sweden,"[17.7099609375,64.79284777557432]",10.85,1.36,36.6,33.58,0.2038,0.0258,0.6768,0.7409,-8.25
Maine,"[-69.27978515625,45.40616374516014]",25,Thailand,"[101.35986328125,15.813395760460585]",10.77,8.89,8.94,10.76,0.4008,0.3161,0.3236,0.3741,20.31
New Mexico,"[-105.97412109375,34.32529192442733]",20,Italy,"[13.0078125,42.5530802889558]",9.4,264.13,14.36,14.09,0.345,6.9478,0.3798,0.388,-1.88
Iowa,"[-93.55957031249999,42.05745022024682]",22,Egypt,"[30.25634765625,26.54922257769204]",9.3,37.05,42.31,93.52,0.0669,0.2452,0.3197,0.7719,121.05
Alaska,"[-151.611328125,65.25670649344259]",25,Indonesia,"[120.234375,-2.0210651187669897]",9.22,9.65,8.38,8.51,0.2036,0.1888,0.1813,0.1958,1.62
Vermont,"[-72.740478515625, 44.03824429423549]",23,Spain,"[-3.076171875,40.27952566881291]",8.83,7.68,9.16,8.67,0.2192,0.2093,0.2879,0.2899,-5.36
Vermont,"[-72.740478515625, 44.03824429423549]",20,Israel,"[34.87060546875,31.09998179374943]",8.62,9.9,19.65,12.36,0.2141,0.2699,0.6177,0.4133,-37.12
South Dakota,"[-100.162353515625, 44.861709529639704]",8,United Kingdom,"[-2.0654296875,54.16243396806779]",8.6,10.13,9.33,17.88,0.5436,0.6424,0.6571,1.4619,91.68
Alaska,"[-151.611328125,65.25670649344259]",14,Italy,"[13.0078125,42.5530802889558]",8.37,69.01,56.65,30.99,0.1849,1.3503,1.2264,0.7127,-45.31
South Dakota,"[-100.162353515625, 44.861709529639704]",20,Thailand,"[101.35986328125,15.813395760460585]",8.24,5,5.44,6.8,0.521,0.3172,0.3831,0.5556,24.94
South Dakota,"[-100.162353515625, 44.861709529639704]",13,New Zealand,"[172.44140625,-42.553080288955805]",8.21,13.57,7.9,11.71,0.5191,0.8601,0.5563,0.9574,48.26
Mississippi,"[-90.010986328125,32.8149783969858]",12,Trinidad and Tobago,"[-61.2322998046875,10.463504658291983]",8.15,9.15,151.77,217.43,0.0657,0.0797,1.399,2.0718,43.26
North Dakota,"[-100.43701171875,47.4355191531953]",15,Italy,"[13.0078125,42.5530802889558]",8.11,16.95,42.23,14.05,0.1843,0.3074,1.0487,0.2644,-66.73
Montana,"[-109.2041015625,47.07012182383309]",22,Spain,"[-3.076171875,40.27952566881291]",7.71,3.21,4.81,7.94,0.5121,0.2077,0.3423,0.5841,65.29
Vermont,"[-72.740478515625, 44.03824429423549]",25,Brazil,"[-51.240234375,-9.44906182688142]",7.48,14.73,9.78,6.26,0.1857,0.4015,0.3074,0.2093,-36.01
Alaska,"[-151.611328125,65.25670649344259]",13,Mexico,"[-102.3046875,23.926013033021192]",7.38,9.75,7.7,35.88,0.163,0.1908,0.1668,0.8254,365.82
Montana,"[-109.2041015625,47.07012182383309]",12,France,"[2.28515625,47.15984001304432]",7.27,7.25,13.9,15.7,0.4826,0.4691,0.9903,1.1543,12.91
Hawaii,"[-155.56640625,19.68397023588844]",7,New Zealand,"[172.44140625,-42.553080288955805]",7.23,12.67,8.95,32.45,1.2071,0.8755,0.472,4.0794,262.55
North Dakota,"[-100.43701171875,47.4355191531953]",12,Ethiopia,"[39.814453125,8.624472107633936]",7.23,2.99,10.5,18.65,0.1643,0.0542,0.2607,0.3509,77.65
District of Colombia,"[-92.33339309692383,38.95193338118615]",17,Argentina,"[-63.984375,-35.6037187406973]",7.19,10.01,18.47,5.06,0.2656,1.0645,1.6971,0.3801,-72.61
South Dakota,"[-100.162353515625, 44.861709529639704]",23,Philippines,"[122.87109375,11.39387923296741]",7.01,12.64,3.12,5.39,0.443,0.8009,0.2197,0.4402,72.66
Vermont,"[-72.740478515625, 44.03824429423549]",21,Switzerland,"[8.3880615234375,46.76620587423741]",6.98,8.89,15.47,11.77,0.1734,0.2424,0.4862,0.3937,-23.89
South Dakota,"[-100.162353515625, 44.861709529639704]",19,Chile,"[-71.3671875,-35.46066995149529]",6.87,5.4,4.62,6.8,0.4344,0.3425,0.325,0.5556,47.27
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",21,British Virgin Islands,"[-64.58450317382812,18.432713391700858]",6.83,17.21,2.09,1.65,0.6844,1.2245,1.3981,0.5482,-20.89
Maine,"[-69.27978515625,45.40616374516014]",22,New Zealand,"[172.44140625,-42.553080288955805]",6.71,7.83,7.69,13.84,0.2497,0.2785,0.2784,0.4814,79.92
South Dakota,"[-100.162353515625, 44.861709529639704]",21,France,"[2.28515625,47.15984001304432]",6.61,10.72,10.22,6.63,0.4179,0.6794,0.7196,0.5417,-35.16
South Dakota,"[-100.162353515625, 44.861709529639704]",24,Taiwan,"[120.9375,23.725011735951796]",6.54,8.28,8.26,5.06,0.4135,0.5251,0.5817,0.4134,-38.78
Virgin Islands,"[-64.75067138671875, 17.735606912091747]",16,St Kitts and Nevis,"[-62.74703979492187,17.336218976500398]",6.38,27.78,1.39,5.86,0.6399,1.9769,0.9317,1.9451,321.2
Idaho,"[-114.521484375,44.37098696297173]",22,Norway,"[8.6572265625,61.3546135846894]",6.27,8.68,8.93,14.11,0.1083,0.169,0.208,0.2893,57.92
District of Colombia,"[-92.33339309692383,38.95193338118615]",8,Bahrain,"[50.55358886718749,26.046912801683984]",5.98,10.32,41.19,28.97,0.2207,1.0976,3.7856,2.177,-29.67
Montana,"[-109.2041015625,47.07012182383309]",19,Turkey,"[35.859375,39.36827914916014]",5.71,3.68,6.8,10.02,0.379,0.2381,0.4846,0.7364,47.2
New Mexico,"[-105.97412109375,34.32529192442733]",7,United Arab Emirates,"[54.4921875,23.75518176611264]",5.45,12.13,36.11,55.31,0.1999,0.3191,0.955,1.523,53.16
North Dakota,"[-100.43701171875,47.4355191531953]",21,Panama,"[-80.26611328125,8.722218306198739]",5.41,8.44,20.03,10.19,0.1229,0.1532,0.4974,0.1918,-49.13
North Dakota,"[-100.43701171875,47.4355191531953]",25,Taiwan,"[120.9375,23.725011735951796]",5.41,8.22,10.8,7.84,0.1228,0.1491,0.2682,0.1476,-27.38
District of Colombia,"[-92.33339309692383,38.95193338118615]",16,Chile,"[-71.3671875,-35.46066995149529]",4.93,12.81,13.18,5.24,0.1822,1.3619,1.2111,0.3937,-60.24
South Dakota,"[-100.162353515625, 44.861709529639704]",15,Netherlands,"[5.537109374999999,52.02545860348814]",4.81,4.15,7.12,8.04,0.3043,0.263,0.5012,0.6575,13.03
New Mexico,"[-105.97412109375,34.32529192442733]",22,Malaysia,"[102.3486328125,3.5134210456400448]",4.61,3.67,4.32,9.71,0.169,0.0966,0.1143,0.2675,124.75
Montana,"[-109.2041015625,47.07012182383309]",23,Hong Kong,"[114.13970947265625,22.403410892712124]",4.58,7.02,7.94,6.79,0.3045,0.4541,0.5656,0.4996,-14.43
